po_id,sku_code,qty,unit_cost
PO-SHOWROOM-000000552,NQ-TOP-005-L-WHT,29,18720
PO-SHOWROOM-000000553,NQ-TOP-005-L-GRY,29,18720
PO-SHOWROOM-000000554,NQ-TOP-005-L-NVY,29,18720
PO-SHOWROOM-000000555,NQ-TOP-005-XL-BLK,29,18720
PO-SHOWROOM-000000556,NQ-TOP-005-XL-WHT,29,18720
PO-SHOWROOM-000000557,NQ-TOP-005-XL-GRY,29,18720
PO-SHOWROOM-000000558,NQ-TOP-005-XL-NVY,29,18720
PO-SHOWROOM-000000559,NQ-TOP-005-2XL-BLK,29,18720
PO-SHOWROOM-000000560,NQ-TOP-005-2XL-WHT,29,18720
PO-SHOWROOM-000000561,NQ-TOP-005-2XL-GRY,29,18720
PO-SHOWROOM-000000562,NQ-TOP-005-2XL-NVY,29,18720
PO-SHOWROOM-000000563,NQ-TOP-005-3XL-BLK,29,18720
PO-SHOWROOM-000000564,NQ-TOP-005-3XL-WHT,29,18720
PO-SHOWROOM-000000565,NQ-TOP-005-3XL-GRY,29,18720
PO-SHOWROOM-000000566,NQ-TOP-005-3XL-NVY,29,18720
PO-SHOWROOM-000000567,NQ-TOP-005-4XL-BLK,29,18720
PO-SHOWROOM-000000568,NQ-TOP-005-4XL-WHT,29,18720
PO-SHOWROOM-000000569,NQ-TOP-005-4XL-GRY,29,18720
PO-SHOWROOM-000000570,NQ-TOP-005-4XL-NVY,29,18720
PO-SHOWROOM-000000571,NQ-PNT-001-XS-BLK,254,23520
PO-SHOWROOM-000000572,NQ-PNT-001-XS-GRY,254,23520
PO-SHOWROOM-000000573,NQ-PNT-001-XS-BEG,254,23520
PO-SHOWROOM-000000574,NQ-PNT-001-XS-KHK,254,23520
PO-SHOWROOM-000000575,NQ-PNT-001-XS-NVY,254,23520
PO-SHOWROOM-000000576,NQ-PNT-001-S-BLK,254,23520
PO-SHOWROOM-000000577,NQ-PNT-001-S-GRY,254,23520
PO-SHOWROOM-000000578,NQ-PNT-001-S-BEG,254,23520
PO-SHOWROOM-000000579,NQ-PNT-001-S-KHK,254,23520
PO-SHOWROOM-000000580,NQ-PNT-001-S-NVY,254,23520
PO-SHOWROOM-000000581,NQ-PNT-001-M-BLK,254,23520
PO-SHOWROOM-000000582,NQ-PNT-001-M-GRY,254,23520
PO-SHOWROOM-000000583,NQ-PNT-001-M-BEG,254,23520
PO-SHOWROOM-000000584,NQ-PNT-001-M-KHK,254,23520
PO-SHOWROOM-000000585,NQ-PNT-001-M-NVY,254,23520
PO-SHOWROOM-000000586,NQ-PNT-001-L-BLK,254,23520
PO-SHOWROOM-000000587,NQ-PNT-001-L-GRY,254,23520
PO-SHOWROOM-000000588,NQ-PNT-001-L-BEG,254,23520
PO-SHOWROOM-000000589,NQ-PNT-001-L-KHK,254,23520
PO-SHOWROOM-000000590,NQ-PNT-001-L-NVY,254,23520
PO-SHOWROOM-000000591,NQ-PNT-001-XL-BLK,254,23520
PO-SHOWROOM-000000592,NQ-PNT-001-XL-GRY,254,23520
PO-SHOWROOM-000000593,NQ-PNT-001-XL-BEG,254,23520
PO-SHOWROOM-000000594,NQ-PNT-001-XL-KHK,254,23520
PO-SHOWROOM-000000595,NQ-PNT-001-XL-NVY,254,23520
PO-SHOWROOM-000000596,NQ-PNT-001-2XL-BLK,254,23520
PO-SHOWROOM-000000597,NQ-PNT-001-2XL-GRY,254,23520
PO-SHOWROOM-000000598,NQ-PNT-001-2XL-BEG,254,23520
PO-SHOWROOM-000000599,NQ-PNT-001-2XL-KHK,254,23520
PO-SHOWROOM-000000600,NQ-PNT-001-2XL-NVY,254,23520
PO-SHOWROOM-000000601,NQ-PNT-001-3XL-BLK,254,23520
PO-SHOWROOM-000000602,NQ-PNT-001-3XL-GRY,254,23520
PO-SHOWROOM-000000603,NQ-PNT-001-3XL-BEG,254,23520
PO-SHOWROOM-000000604,NQ-PNT-001-3XL-KHK,254,23520
PO-SHOWROOM-000000605,NQ-PNT-001-3XL-NVY,254,23520
PO-SHOWROOM-000000606,NQ-PNT-001-4XL-BLK,254,23520
PO-SHOWROOM-000000607,NQ-PNT-001-4XL-GRY,254,23520
PO-SHOWROOM-000000608,NQ-PNT-001-4XL-BEG,254,23520
PO-SHOWROOM-000000609,NQ-PNT-001-4XL-KHK,254,23520
PO-SHOWROOM-000000610,NQ-PNT-001-4XL-NVY,254,23520
PO-SHOWROOM-000000611,NQ-PNT-002-XS-BLK,84,23520
PO-SHOWROOM-000000612,NQ-PNT-002-XS-GRY,84,23520
PO-SHOWROOM-000000613,NQ-PNT-002-XS-BEG,84,23520
PO-SHOWROOM-000000614,NQ-PNT-002-S-BLK,84,23520
PO-SHOWROOM-000000615,NQ-PNT-002-S-GRY,84,23520
PO-SHOWROOM-000000616,NQ-PNT-002-S-BEG,84,23520
PO-SHOWROOM-000000617,NQ-PNT-002-M-BLK,84,23520
PO-SHOWROOM-000000618,NQ-PNT-002-M-GRY,84,23520
PO-SHOWROOM-000000619,NQ-PNT-002-M-BEG,84,23520
PO-SHOWROOM-000000620,NQ-PNT-002-L-BLK,84,23520
PO-SHOWROOM-000000621,NQ-PNT-002-L-GRY,84,23520
PO-SHOWROOM-000000622,NQ-PNT-002-L-BEG,84,23520
PO-SHOWROOM-000000623,NQ-PNT-002-XL-BLK,84,23520
PO-SHOWROOM-000000624,NQ-PNT-002-XL-GRY,84,23520
PO-SHOWROOM-000000625,NQ-PNT-002-XL-BEG,84,23520
PO-SHOWROOM-000000626,NQ-PNT-002-2XL-BLK,84,23520
PO-SHOWROOM-000000627,NQ-PNT-002-2XL-GRY,84,23520
PO-SHOWROOM-000000628,NQ-PNT-002-2XL-BEG,84,23520
PO-SHOWROOM-000000629,NQ-PNT-002-3XL-BLK,84,23520
PO-SHOWROOM-000000630,NQ-PNT-002-3XL-GRY,84,23520
PO-SHOWROOM-000000631,NQ-PNT-002-3XL-BEG,84,23520
PO-SHOWROOM-000000632,NQ-PNT-002-4XL-BLK,84,23520
PO-SHOWROOM-000000633,NQ-PNT-002-4XL-GRY,84,23520
PO-SHOWROOM-000000634,NQ-PNT-002-4XL-BEG,84,23520
PO-SHOWROOM-000000635,NQ-PNT-003-XS-BLK,84,23520
PO-SHOWROOM-000000636,NQ-PNT-003-XS-GRY,84,23520
PO-SHOWROOM-000000637,NQ-PNT-003-XS-BEG,84,23520
PO-SHOWROOM-000000638,NQ-PNT-003-S-BLK,84,23520
PO-SHOWROOM-000000639,NQ-PNT-003-S-GRY,84,23520
PO-SHOWROOM-000000640,NQ-PNT-003-S-BEG,84,23520
PO-SHOWROOM-000000641,NQ-PNT-003-M-BLK,84,23520
PO-SHOWROOM-000000642,NQ-PNT-003-M-GRY,84,23520
PO-SHOWROOM-000000643,NQ-PNT-003-M-BEG,84,23520
PO-SHOWROOM-000000644,NQ-PNT-003-L-BLK,84,23520
PO-SHOWROOM-000000645,NQ-PNT-003-L-GRY,84,23520
PO-SHOWROOM-000000646,NQ-PNT-003-L-BEG,84,23520
PO-SHOWROOM-000000647,NQ-PNT-003-XL-BLK,84,23520
PO-SHOWROOM-000000648,NQ-PNT-003-XL-GRY,84,23520
PO-SHOWROOM-000000649,NQ-PNT-003-XL-BEG,84,23520
PO-SHOWROOM-000000650,NQ-PNT-003-2XL-BLK,84,23520
PO-SHOWROOM-000000651,NQ-PNT-003-2XL-GRY,84,23520
PO-SHOWROOM-000000652,NQ-PNT-003-2XL-BEG,84,23520
PO-SHOWROOM-000000653,NQ-PNT-003-3XL-BLK,84,23520
PO-SHOWROOM-000000654,NQ-PNT-003-3XL-GRY,84,23520
PO-SHOWROOM-000000655,NQ-PNT-003-3XL-BEG,84,23520
PO-SHOWROOM-000000656,NQ-PNT-003-4XL-BLK,84,23520
PO-SHOWROOM-000000657,NQ-PNT-003-4XL-GRY,84,23520
PO-SHOWROOM-000000658,NQ-PNT-003-4XL-BEG,84,23520
PO-SHOWROOM-000000659,NQ-PNT-004-XS-BLK,25,23520
PO-SHOWROOM-000000660,NQ-PNT-004-XS-GRY,25,23520
PO-SHOWROOM-000000661,NQ-PNT-004-XS-BEG,25,23520
PO-SHOWROOM-000000662,NQ-PNT-004-S-BLK,25,23520
PO-SHOWROOM-000000663,NQ-PNT-004-S-GRY,25,23520
PO-SHOWROOM-000000664,NQ-PNT-004-S-BEG,25,23520
PO-SHOWROOM-000000665,NQ-PNT-004-M-BLK,25,23520
PO-SHOWROOM-000000666,NQ-PNT-004-M-GRY,25,23520
PO-SHOWROOM-000000667,NQ-PNT-004-M-BEG,25,23520
PO-SHOWROOM-000000668,NQ-PNT-004-L-BLK,25,23520
PO-SHOWROOM-000000669,NQ-PNT-004-L-GRY,25,23520
PO-SHOWROOM-000000670,NQ-PNT-004-L-BEG,25,23520
PO-SHOWROOM-000000671,NQ-PNT-004-XL-BLK,25,23520
PO-SHOWROOM-000000672,NQ-PNT-004-XL-GRY,25,23520
PO-SHOWROOM-000000673,NQ-PNT-004-XL-BEG,25,23520
PO-SHOWROOM-000000674,NQ-PNT-004-2XL-BLK,25,23520
PO-SHOWROOM-000000675,NQ-PNT-004-2XL-GRY,25,23520
PO-SHOWROOM-000000676,NQ-PNT-004-2XL-BEG,25,23520
PO-SHOWROOM-000000677,NQ-PNT-004-3XL-BLK,25,23520
PO-SHOWROOM-000000678,NQ-PNT-004-3XL-GRY,25,23520
PO-SHOWROOM-000000679,NQ-PNT-004-3XL-BEG,25,23520
PO-SHOWROOM-000000680,NQ-PNT-004-4XL-BLK,25,23520
PO-SHOWROOM-000000681,NQ-PNT-004-4XL-GRY,25,23520
PO-SHOWROOM-000000682,NQ-PNT-004-4XL-BEG,25,23520
PO-SHOWROOM-000000683,NQ-CLR-WRM-001-S-CRM,227,16800
PO-SHOWROOM-000000684,NQ-CLR-WRM-001-S-ASH,227,16800
PO-SHOWROOM-000000685,NQ-CLR-WRM-001-S-IVR,227,16800
PO-SHOWROOM-000000686,NQ-CLR-WRM-001-M-CRM,227,16800
PO-SHOWROOM-000000687,NQ-CLR-WRM-001-M-ASH,227,16800
PO-SHOWROOM-000000688,NQ-CLR-WRM-001-M-IVR,227,16800
PO-SHOWROOM-000000689,NQ-CLR-WRM-001-L-CRM,227,16800
PO-SHOWROOM-000000690,NQ-CLR-WRM-001-L-ASH,227,16800
PO-SHOWROOM-000000691,NQ-CLR-WRM-001-L-IVR,227,16800
PO-SHOWROOM-000000692,NQ-CLR-COOL-002-S-CRM,227,16800
PO-SHOWROOM-000000693,NQ-CLR-COOL-002-S-ASH,227,16800
PO-SHOWROOM-000000694,NQ-CLR-COOL-002-S-IVR,227,16800
PO-SHOWROOM-000000695,NQ-CLR-COOL-002-M-CRM,227,16800
PO-SHOWROOM-000000696,NQ-CLR-COOL-002-M-ASH,227,16800
PO-SHOWROOM-000000697,NQ-CLR-COOL-002-M-IVR,227,16800
PO-SHOWROOM-000000698,NQ-CLR-COOL-002-L-CRM,227,16800
PO-SHOWROOM-000000699,NQ-CLR-COOL-002-L-ASH,227,16800
PO-SHOWROOM-000000700,NQ-CLR-COOL-002-L-IVR,227,16800
PO-SHOWROOM-000000701,NQ-CLR-MUT-003-S-CRM,227,16800
PO-SHOWROOM-000000702,NQ-CLR-MUT-003-S-ASH,227,16800
PO-SHOWROOM-000000703,NQ-CLR-MUT-003-S-IVR,227,16800
PO-SHOWROOM-000000704,NQ-CLR-MUT-003-M-CRM,227,16800
PO-SHOWROOM-000000705,NQ-CLR-MUT-003-M-ASH,227,16800
PO-SHOWROOM-000000706,NQ-CLR-MUT-003-M-IVR,227,16800
PO-SHOWROOM-000000707,NQ-CLR-MUT-003-L-CRM,227,16800
PO-SHOWROOM-000000708,NQ-CLR-MUT-003-L-ASH,227,16800
PO-SHOWROOM-000000709,NQ-CLR-MUT-003-L-IVR,227,16800
PO-SHOWROOM-000000710,NQ-CLR-WRM-004-S-CRM,75,16800
PO-SHOWROOM-000000711,NQ-CLR-WRM-004-S-ASH,75,16800
PO-SHOWROOM-000000712,NQ-CLR-WRM-004-S-IVR,75,16800
PO-SHOWROOM-000000713,NQ-CLR-WRM-004-M-CRM,75,16800
PO-SHOWROOM-000000714,NQ-CLR-WRM-004-M-ASH,75,16800
PO-SHOWROOM-000000715,NQ-CLR-WRM-004-M-IVR,75,16800
PO-SHOWROOM-000000716,NQ-CLR-WRM-004-L-CRM,75,16800
PO-SHOWROOM-000000717,NQ-CLR-WRM-004-L-ASH,75,16800
PO-SHOWROOM-000000718,NQ-CLR-WRM-004-L-IVR,75,16800
PO-SHOWROOM-000000719,NQ-CLR-COOL-005-S-CRM,75,16800
PO-SHOWROOM-000000720,NQ-CLR-COOL-005-S-ASH,75,16800
PO-SHOWROOM-000000721,NQ-CLR-COOL-005-S-IVR,75,16800
PO-SHOWROOM-000000722,NQ-CLR-COOL-005-M-CRM,75,16800
PO-SHOWROOM-000000723,NQ-CLR-COOL-005-M-ASH,75,16800
PO-SHOWROOM-000000724,NQ-CLR-COOL-005-M-IVR,75,16800
PO-SHOWROOM-000000725,NQ-CLR-COOL-005-L-CRM,75,16800
PO-SHOWROOM-000000726,NQ-CLR-COOL-005-L-ASH,75,16800
PO-SHOWROOM-000000727,NQ-CLR-COOL-005-L-IVR,75,16800
PO-SHOWROOM-000000728,NQ-CLR-MUT-006-S-CRM,75,16800
PO-SHOWROOM-000000729,NQ-CLR-MUT-006-S-ASH,75,16800
PO-SHOWROOM-000000730,NQ-CLR-MUT-006-S-IVR,75,16800
PO-SHOWROOM-000000731,NQ-CLR-MUT-006-M-CRM,75,16800
PO-SHOWROOM-000000732,NQ-CLR-MUT-006-M-ASH,75,16800
PO-SHOWROOM-000000733,NQ-CLR-MUT-006-M-IVR,75,16800
PO-SHOWROOM-000000734,NQ-CLR-MUT-006-L-CRM,75,16800
PO-SHOWROOM-000000735,NQ-CLR-MUT-006-L-ASH,75,16800
PO-SHOWROOM-000000736,NQ-CLR-MUT-006-L-IVR,75,16800
PO-SHOWROOM-000000737,NQ-OUT-001-S-BLK,343,42720
PO-SHOWROOM-000000738,NQ-OUT-001-S-BEG,343,42720
PO-SHOWROOM-000000739,NQ-OUT-001-S-GRY,343,42720
PO-SHOWROOM-000000740,NQ-OUT-001-S-NVY,343,42720
PO-SHOWROOM-000000741,NQ-OUT-001-M-BLK,343,42720
PO-SHOWROOM-000000742,NQ-OUT-001-M-BEG,343,42720
PO-SHOWROOM-000000743,NQ-OUT-001-M-GRY,343,42720
PO-SHOWROOM-000000744,NQ-OUT-001-M-NVY,343,42720
PO-SHOWROOM-000000745,NQ-OUT-001-L-BLK,343,42720
PO-SHOWROOM-000000746,NQ-OUT-001-L-BEG,343,42720
PO-SHOWROOM-000000747,NQ-OUT-001-L-GRY,343,42720
PO-SHOWROOM-000000748,NQ-OUT-001-L-NVY,343,42720
PO-SHOWROOM-000000749,NQ-OUT-002-S-BLK,114,42720
PO-SHOWROOM-000000750,NQ-OUT-002-S-BEG,114,42720
PO-SHOWROOM-000000751,NQ-OUT-002-S-GRY,114,42720
PO-SHOWROOM-000000752,NQ-OUT-002-S-NVY,114,42720
PO-SHOWROOM-000000753,NQ-OUT-002-M-BLK,114,42720
PO-SHOWROOM-000000754,NQ-OUT-002-M-BEG,114,42720
PO-SHOWROOM-000000755,NQ-OUT-002-M-GRY,114,42720
PO-SHOWROOM-000000756,NQ-OUT-002-M-NVY,114,42720
PO-SHOWROOM-000000757,NQ-OUT-002-L-BLK,114,42720
PO-SHOWROOM-000000758,NQ-OUT-002-L-BEG,114,42720
PO-SHOWROOM-000000759,NQ-OUT-002-L-GRY,114,42720
PO-SHOWROOM-000000760,NQ-OUT-002-L-NVY,114,42720
PO-SHOWROOM-000000761,NQ-OUT-003-S-BLK,34,42720
PO-SHOWROOM-000000762,NQ-OUT-003-S-BEG,34,42720
PO-SHOWROOM-000000763,NQ-OUT-003-S-GRY,34,42720
PO-SHOWROOM-000000764,NQ-OUT-003-S-NVY,34,42720
PO-SHOWROOM-000000765,NQ-OUT-003-M-BLK,34,42720
PO-SHOWROOM-000000766,NQ-OUT-003-M-BEG,34,42720
PO-SHOWROOM-000000767,NQ-OUT-003-M-GRY,34,42720
PO-SHOWROOM-000000768,NQ-OUT-003-M-NVY,34,42720
PO-SHOWROOM-000000769,NQ-OUT-003-L-BLK,34,42720
PO-SHOWROOM-000000770,NQ-OUT-003-L-BEG,34,42720
PO-SHOWROOM-000000771,NQ-OUT-003-L-GRY,34,42720
PO-SHOWROOM-000000772,NQ-OUT-003-L-NVY,34,42720
PO-SHOWROOM-000000773,NQ-ACC-BAG-001-FREE-BLK,258,9120
PO-SHOWROOM-000000774,NQ-ACC-BAG-001-FREE-BEG,258,9120
PO-SHOWROOM-000000775,NQ-ACC-BAG-001-FREE-WHT,258,9120
PO-SHOWROOM-000000776,NQ-ACC-BAG-001-FREE-BRN,258,9120
PO-SHOWROOM-000000777,NQ-ACC-BLT-002-FREE-BLK,77,9120
PO-SHOWROOM-000000778,NQ-ACC-BLT-002-FREE-BEG,77,9120
PO-SHOWROOM-000000779,NQ-ACC-BLT-002-FREE-WHT,77,9120
PO-SHOWROOM-000000780,NQ-ACC-BLT-002-FREE-BRN,77,9120
PO-SHOWROOM-000000781,NQ-ACC-SCF-003-FREE-BLK,77,9120
PO-SHOWROOM-000000782,NQ-ACC-SCF-003-FREE-BEG,77,9120
PO-SHOWROOM-000000783,NQ-ACC-SCF-003-FREE-WHT,77,9120
PO-SHOWROOM-000000784,NQ-ACC-SCF-003-FREE-BRN,77,9120
PO-SHOWROOM-000000785,NQ-ACC-CAP-004-FREE-BLK,77,9120
PO-SHOWROOM-000000786,NQ-ACC-CAP-004-FREE-BEG,77,9120
PO-SHOWROOM-000000787,NQ-ACC-CAP-004-FREE-WHT,77,9120
PO-SHOWROOM-000000788,NQ-ACC-CAP-004-FREE-BRN,77,9120
PO-SHOWROOM-000000789,NQ-ACC-PCH-005-FREE-BLK,77,9120
PO-SHOWROOM-000000790,NQ-ACC-PCH-005-FREE-BEG,77,9120
PO-SHOWROOM-000000791,NQ-ACC-PCH-005-FREE-WHT,77,9120
PO-SHOWROOM-000000792,NQ-ACC-PCH-005-FREE-BRN,77,9120
PO-SHOWROOM-000000793,NQ-DRS-001-S-BLK,198,28320
PO-SHOWROOM-000000794,NQ-DRS-001-S-IVR,198,28320
PO-SHOWROOM-000000795,NQ-DRS-001-M-BLK,198,28320
PO-SHOWROOM-000000796,NQ-DRS-001-M-IVR,198,28320
PO-SHOWROOM-000000797,NQ-DRS-001-L-BLK,198,28320
PO-SHOWROOM-000000798,NQ-DRS-001-L-IVR,198,28320
PO-SHOWROOM-000000799,NQ-DRS-002-S-BLK,66,28320
PO-SHOWROOM-000000800,NQ-DRS-002-S-IVR,66,28320
PO-SHOWROOM-000000801,NQ-DRS-002-M-BLK,66,28320
PO-SHOWROOM-000000802,NQ-DRS-002-M-IVR,66,28320
PO-SHOWROOM-000000803,NQ-DRS-002-L-BLK,66,28320
PO-SHOWROOM-000000804,NQ-DRS-002-L-IVR,66,28320
PO-000000001,NQ-CLR-COOL-005-M-IVR,83,16800
PO-000000002,NQ-CLR-MUT-006-M-IVR,83,16800
PO-000000003,NQ-CLR-WRM-004-M-ASH,83,16800
PO-000000004,NQ-CLR-COOL-005-M-CRM,83,16800
PO-000000005,NQ-CLR-MUT-006-S-IVR,83,16800
PO-000000006,NQ-CLR-COOL-002-M-IVR,249,16800
PO-000000007,NQ-CLR-MUT-006-S-CRM,83,16800
PO-000000008,NQ-CLR-WRM-004-S-CRM,83,16800
PO-000000009,NQ-CLR-WRM-001-M-IVR,249,16800
PO-000000010,NQ-CLR-MUT-003-S-CRM,342,16800
PO-000000011,NQ-CLR-MUT-003-M-ASH,319,16800
PO-000000012,NQ-CLR-WRM-001-M-ASH,303,16800
PO-000000013,NQ-CLR-WRM-004-S-ASH,112,16800
PO-000000014,NQ-CLR-MUT-003-S-IVR,315,16800
PO-000000015,NQ-CLR-COOL-002-M-ASH,315,16800
PO-000000016,NQ-CLR-WRM-001-S-CRM,319,16800
PO-000000017,NQ-CLR-WRM-001-S-IVR,322,16800
PO-000000018,NQ-CLR-WRM-001-M-CRM,325,16800
PO-000000019,NQ-CLR-COOL-005-S-IVR,106,16800
PO-000000020,NQ-CLR-COOL-002-S-IVR,344,16800
PO-000000021,NQ-CLR-WRM-004-S-IVR,111,16800
PO-000000022,NQ-CLR-COOL-005-M-ASH,110,16800
PO-000000023,NQ-CLR-MUT-003-M-IVR,327,16800
PO-000000024,NQ-CLR-COOL-002-S-ASH,325,16800
PO-000000025,NQ-CLR-MUT-003-M-CRM,340,16800
PO-000000026,NQ-CLR-WRM-001-S-ASH,307,16800
PO-000000027,NQ-CLR-MUT-003-S-ASH,338,16800
PO-000000028,NQ-CLR-COOL-002-S-CRM,317,16800
PO-000000029,NQ-CLR-MUT-006-S-ASH,104,16800
PO-000000030,NQ-CLR-WRM-004-M-IVR,101,16800
PO-000000031,NQ-CLR-COOL-005-S-ASH,101,16800
PO-000000032,NQ-CLR-COOL-005-S-CRM,101,16800
PO-000000033,NQ-CLR-MUT-006-M-CRM,101,16800
PO-000000034,NQ-CLR-MUT-006-M-ASH,101,16800
PO-000000035,NQ-CLR-COOL-002-M-CRM,303,16800
PO-000000036,NQ-CLR-WRM-004-M-CRM,101,16800
PO-000000037,NQ-PNT-004-M-BEG,34,23520
PO-000000038,NQ-CLR-COOL-005-L-IVR,101,16800
PO-000000039,NQ-CLR-COOL-005-L-ASH,101,16800
PO-000000040,NQ-CLR-WRM-001-L-CRM,303,16800
PO-000000041,NQ-CLR-WRM-004-L-ASH,101,16800
PO-000000042,NQ-CLR-WRM-001-L-ASH,303,16800
PO-000000043,NQ-CLR-MUT-006-L-ASH,101,16800
PO-000000044,NQ-CLR-WRM-001-L-IVR,303,16800
PO-000000045,NQ-CLR-COOL-002-L-CRM,303,16800
PO-000000046,NQ-CLR-COOL-002-L-IVR,303,16800
PO-000000047,NQ-CLR-COOL-002-L-ASH,303,16800
PO-000000048,NQ-CLR-WRM-004-L-IVR,101,16800
PO-000000049,NQ-CLR-MUT-006-L-IVR,101,16800
PO-000000050,NQ-CLR-MUT-003-L-ASH,303,16800
PO-000000051,NQ-PNT-003-L-BEG,113,23520
PO-000000052,NQ-CLR-MUT-003-L-CRM,303,16800
PO-000000053,NQ-TOP-005-L-GRY,40,18720
PO-000000054,NQ-CLR-WRM-004-L-CRM,101,16800
PO-000000055,NQ-PNT-002-L-BEG,113,23520
PO-000000056,NQ-CLR-MUT-006-L-CRM,101,16800
PO-000000057,NQ-CLR-COOL-005-M-IVR,101,16800
PO-000000058,NQ-CLR-MUT-003-L-IVR,303,16800
PO-000000059,NQ-CLR-MUT-006-M-IVR,101,16800
PO-000000060,NQ-CLR-COOL-005-L-CRM,101,16800
PO-000000061,NQ-TOP-005-L-WHT,40,18720
PO-000000062,NQ-PNT-001-L-BEG,340,23520
PO-000000063,NQ-PNT-001-M-BEG,340,23520
PO-000000064,NQ-TOP-004-L-BLK,40,18720
PO-000000065,NQ-CLR-WRM-004-M-ASH,101,16800
PO-000000066,NQ-PNT-003-L-GRY,113,23520
PO-000000067,NQ-CLR-COOL-005-M-CRM,101,16800
PO-000000068,NQ-TOP-005-L-BLK,40,18720
PO-000000069,NQ-PNT-004-L-BEG,34,23520
PO-000000070,NQ-CLR-MUT-006-S-IVR,101,16800
PO-000000071,NQ-CLR-COOL-002-M-IVR,303,16800
PO-000000072,NQ-PNT-002-M-BLK,113,23520
PO-000000073,NQ-CLR-WRM-004-S-CRM,101,16800
PO-000000074,NQ-CLR-MUT-006-S-CRM,101,16800
PO-000000075,NQ-PNT-003-M-BLK,113,23520
PO-000000076,NQ-CLR-WRM-001-M-IVR,303,16800
PO-000000077,NQ-PNT-004-L-BLK,34,23520
PO-000000078,NQ-PNT-001-M-KHK,340,23520
PO-000000079,NQ-PNT-004-L-GRY,34,23520
PO-000000080,NQ-PNT-001-M-NVY,340,23520
PO-000000081,NQ-TOP-005-M-WHT,40,18720
PO-000000082,NQ-TOP-005-L-NVY,40,18720
PO-000000083,NQ-PNT-002-M-GRY,113,23520
PO-000000084,NQ-TOP-005-M-GRY,40,18720
PO-000000085,NQ-PNT-003-L-BLK,113,23520
PO-000000086,NQ-PNT-001-L-BLK,340,23520
PO-000000087,NQ-TOP-004-L-WHT,40,18720
PO-000000088,NQ-PNT-003-M-GRY,113,23520
PO-000000089,NQ-PNT-004-M-GRY,34,23520
PO-000000090,NQ-PNT-001-M-BLK,340,23520
PO-000000091,NQ-CLR-WRM-004-M-IVR,101,16800
PO-000000092,NQ-TOP-002-L-WHT,133,18720
PO-000000093,NQ-CLR-WRM-001-S-ASH,303,16800
PO-000000094,NQ-CLR-WRM-001-M-ASH,303,16800
PO-000000095,NQ-PNT-002-L-GRY,113,23520
PO-000000096,NQ-PNT-001-M-GRY,340,23520
PO-000000097,NQ-CLR-COOL-005-S-CRM,101,16800
PO-000000098,NQ-TOP-003-L-BLK,133,18720
PO-000000099,NQ-TOP-004-M-WHT,40,18720
PO-000000100,NQ-CLR-MUT-003-M-ASH,303,16800
PO-000000101,NQ-CLR-MUT-006-S-ASH,101,16800
PO-000000102,NQ-PNT-002-L-BLK,113,23520
PO-000000103,NQ-PNT-001-L-NVY,340,23520
PO-000000104,NQ-CLR-MUT-003-S-IVR,303,16800
PO-000000105,NQ-CLR-COOL-005-M-ASH,101,16800
PO-000000106,NQ-CLR-WRM-001-S-CRM,303,16800
PO-000000107,NQ-PNT-002-M-BEG,113,23520
PO-000000108,NQ-CLR-COOL-002-M-ASH,303,16800
PO-000000109,NQ-CLR-COOL-005-S-ASH,101,16800
PO-000000110,NQ-CLR-WRM-004-S-IVR,101,16800
PO-000000111,NQ-CLR-COOL-002-M-CRM,303,16800
PO-000000112,NQ-TOP-002-L-BLK,133,18720
PO-000000113,NQ-PNT-001-L-KHK,340,23520
PO-000000114,NQ-PNT-001-L-GRY,340,23520
PO-000000115,NQ-CLR-COOL-002-S-CRM,303,16800
PO-000000116,NQ-TOP-005-M-NVY,40,18720
PO-000000117,NQ-TOP-004-M-GRY,40,18720
PO-000000118,NQ-TOP-002-L-GRY,133,18720
PO-000000119,NQ-TOP-004-M-NVY,40,18720
PO-000000120,NQ-CLR-WRM-001-S-IVR,303,16800
PO-000000121,NQ-CLR-WRM-001-M-CRM,303,16800
PO-000000122,NQ-TOP-001-L-BLK,399,18720
PO-000000123,NQ-TOP-001-M-ORC,399,18720
PO-000000124,NQ-TOP-001-L-GRY,399,18720
PO-000000125,NQ-CLR-MUT-006-M-ASH,101,16800
PO-000000126,NQ-CLR-MUT-003-M-CRM,303,16800
PO-000000127,NQ-CLR-MUT-003-M-IVR,303,16800
PO-000000128,NQ-TOP-003-M-NVY,133,18720
PO-000000129,NQ-CLR-COOL-002-S-ASH,303,16800
PO-000000130,NQ-CLR-COOL-005-S-IVR,101,16800
PO-000000131,NQ-TOP-001-L-SKB,399,18720
PO-000000132,NQ-CLR-COOL-002-S-IVR,303,16800
PO-000000133,NQ-CLR-WRM-004-S-ASH,101,16800
PO-000000134,NQ-TOP-001-M-NVY,399,18720
PO-000000135,NQ-TOP-001-L-WHT,399,18720
PO-000000136,NQ-TOP-003-L-NVY,133,18720
PO-000000137,NQ-CLR-MUT-003-S-CRM,303,16800
PO-000000138,NQ-CLR-MUT-003-S-ASH,303,16800
PO-000000139,NQ-TOP-001-M-GRY,399,18720
PO-000000140,NQ-TOP-001-M-WHT,399,18720
PO-000000141,NQ-TOP-001-L-ORC,399,18720
PO-000000142,NQ-CLR-MUT-006-M-CRM,101,16800
PO-000000143,NQ-TOP-002-M-WHT,133,18720
PO-000000144,NQ-TOP-002-M-BLK,133,18720
