sku_code,available_qty,reserved_qty,defective_qty,pending_return_qty,safety_stock,reorder_point,last_updated
NQ-CLR-WRM-004-S-CRM,285,0,0,1,182,365,2026-08-20T00:00:00
NQ-CLR-WRM-004-S-ASH,309,0,0,3,182,365,2026-08-20T00:00:00
NQ-CLR-WRM-004-S-IVR,293,0,0,2,182,365,2026-08-20T00:00:00
NQ-CLR-WRM-004-M-CRM,316,0,0,1,182,365,2026-08-20T00:00:00
NQ-CLR-WRM-004-M-ASH,686,0,0,1,182,365,2026-08-20T00:00:00
NQ-CLR-WRM-004-M-IVR,789,0,0,3,182,365,2026-08-20T00:00:00
NQ-CLR-WRM-004-L-CRM,281,0,0,4,182,365,2026-08-20T00:00:00
NQ-CLR-WRM-004-L-ASH,281,0,0,5,182,365,2026-08-20T00:00:00
NQ-CLR-WRM-004-L-IVR,298,0,0,6,182,365,2026-08-20T00:00:00
NQ-CLR-COOL-005-S-CRM,276,0,0,1,182,365,2026-08-20T00:00:00
NQ-CLR-COOL-005-S-ASH,708,0,0,0,182,365,2026-08-20T00:00:00
NQ-CLR-COOL-005-S-IVR,334,0,0,1,182,365,2026-08-20T00:00:00
NQ-CLR-COOL-005-M-CRM,468,0,0,5,182,365,2026-08-20T00:00:00
NQ-CLR-COOL-005-M-ASH,279,0,0,0,182,365,2026-08-20T00:00:00
NQ-CLR-COOL-005-M-IVR,315,0,0,3,182,365,2026-08-20T00:00:00
NQ-CLR-COOL-005-L-CRM,244,0,0,2,182,365,2026-08-20T00:00:00
NQ-CLR-COOL-005-L-ASH,332,0,0,3,182,365,2026-08-20T00:00:00
NQ-CLR-COOL-005-L-IVR,348,0,0,4,182,365,2026-08-20T00:00:00
NQ-CLR-MUT-006-S-CRM,772,0,0,0,182,365,2026-08-20T00:00:00
NQ-CLR-MUT-006-S-ASH,298,0,0,1,182,365,2026-08-20T00:00:00
NQ-CLR-MUT-006-S-IVR,756,0,0,1,182,365,2026-08-20T00:00:00
NQ-CLR-MUT-006-M-CRM,298,0,0,1,182,365,2026-08-20T00:00:00
NQ-CLR-MUT-006-M-ASH,307,0,0,0,182,365,2026-08-20T00:00:00
NQ-CLR-MUT-006-M-IVR,487,0,0,0,182,365,2026-08-20T00:00:00
NQ-CLR-MUT-006-L-CRM,321,0,0,4,182,365,2026-08-20T00:00:00
NQ-CLR-MUT-006-L-ASH,276,0,0,2,182,365,2026-08-20T00:00:00
NQ-CLR-MUT-006-L-IVR,268,0,0,2,182,365,2026-08-20T00:00:00
NQ-OUT-001-S-BLK,2358,0,0,54,829,1658,2026-08-20T00:00:00
NQ-OUT-001-S-BEG,2442,0,0,52,829,1658,2026-08-20T00:00:00
NQ-OUT-001-S-GRY,2370,0,0,36,829,1658,2026-08-20T00:00:00
NQ-OUT-001-S-NVY,2363,0,0,60,829,1658,2026-08-20T00:00:00
NQ-OUT-001-M-BLK,2234,0,0,32,829,1658,2026-08-20T00:00:00
NQ-OUT-001-M-BEG,2248,0,0,44,829,1658,2026-08-20T00:00:00
NQ-OUT-001-M-GRY,2319,0,0,35,829,1658,2026-08-20T00:00:00
NQ-OUT-001-M-NVY,2366,0,0,49,829,1658,2026-08-20T00:00:00
NQ-OUT-001-L-BLK,2019,0,0,54,829,1658,2026-08-20T00:00:00
NQ-OUT-001-L-BEG,2055,0,0,44,829,1658,2026-08-20T00:00:00
NQ-OUT-001-L-GRY,2031,0,0,49,829,1658,2026-08-20T00:00:00
NQ-OUT-001-L-NVY,2011,0,0,43,829,1658,2026-08-20T00:00:00
NQ-OUT-002-S-BLK,882,0,0,17,276,552,2026-08-20T00:00:00
NQ-OUT-002-S-BEG,818,0,0,14,276,552,2026-08-20T00:00:00
NQ-OUT-002-S-GRY,737,0,0,11,276,552,2026-08-20T00:00:00
NQ-OUT-002-S-NVY,714,0,0,21,276,552,2026-08-20T00:00:00
NQ-OUT-002-M-BLK,741,0,0,18,276,552,2026-08-20T00:00:00
NQ-OUT-002-M-BEG,808,0,0,19,276,552,2026-08-20T00:00:00
NQ-OUT-002-M-GRY,791,0,0,5,276,552,2026-08-20T00:00:00
NQ-OUT-002-M-NVY,757,0,0,19,276,552,2026-08-20T00:00:00
NQ-OUT-002-L-BLK,1002,0,0,4,276,552,2026-08-20T00:00:00
NQ-OUT-002-L-BEG,695,0,0,10,276,552,2026-08-20T00:00:00
NQ-OUT-002-L-GRY,681,0,0,17,276,552,2026-08-20T00:00:00
NQ-OUT-002-L-NVY,634,0,0,12,276,552,2026-08-20T00:00:00
NQ-OUT-003-S-BLK,218,0,0,5,82,165,2026-08-20T00:00:00
NQ-OUT-003-S-BEG,258,0,0,4,82,165,2026-08-20T00:00:00
NQ-OUT-003-S-GRY,242,0,0,7,82,165,2026-08-20T00:00:00
NQ-OUT-003-S-NVY,227,0,0,4,82,165,2026-08-20T00:00:00
NQ-OUT-003-M-BLK,119,0,0,6,82,165,2026-08-20T00:00:00
NQ-OUT-003-M-BEG,264,0,0,6,82,165,2026-08-20T00:00:00
NQ-OUT-003-M-GRY,200,0,0,7,82,165,2026-08-20T00:00:00
NQ-OUT-003-M-NVY,234,0,0,5,82,165,2026-08-20T00:00:00
NQ-OUT-003-L-BLK,201,0,0,3,82,165,2026-08-20T00:00:00
NQ-OUT-003-L-BEG,224,0,0,7,82,165,2026-08-20T00:00:00
NQ-OUT-003-L-GRY,199,0,0,6,82,165,2026-08-20T00:00:00
NQ-OUT-003-L-NVY,374,0,0,3,82,165,2026-08-20T00:00:00
NQ-ACC-BAG-001-FREE-BLK,378,0,0,12,623,1247,2026-08-20T00:00:00
NQ-ACC-BAG-001-FREE-BEG,382,0,0,17,623,1247,2026-08-20T00:00:00
NQ-ACC-BAG-001-FREE-WHT,359,0,0,24,623,1247,2026-08-20T00:00:00
NQ-ACC-BAG-001-FREE-BRN,366,0,0,11,623,1247,2026-08-20T00:00:00
NQ-ACC-BLT-002-FREE-BLK,125,0,0,3,187,374,2026-08-20T00:00:00
NQ-ACC-BLT-002-FREE-BEG,85,0,0,5,187,374,2026-08-20T00:00:00
NQ-ACC-BLT-002-FREE-WHT,116,0,0,4,187,374,2026-08-20T00:00:00
NQ-ACC-BLT-002-FREE-BRN,72,0,0,6,187,374,2026-08-20T00:00:00
NQ-ACC-SCF-003-FREE-BLK,126,0,0,6,187,374,2026-08-20T00:00:00
NQ-ACC-SCF-003-FREE-BEG,74,0,0,1,187,374,2026-08-20T00:00:00
NQ-ACC-SCF-003-FREE-WHT,95,0,0,9,187,374,2026-08-20T00:00:00
NQ-ACC-SCF-003-FREE-BRN,113,0,0,5,187,374,2026-08-20T00:00:00
NQ-ACC-CAP-004-FREE-BLK,42,0,0,2,187,374,2026-08-20T00:00:00
NQ-ACC-CAP-004-FREE-BEG,99,0,0,4,187,374,2026-08-20T00:00:00
NQ-ACC-CAP-004-FREE-WHT,89,0,0,4,187,374,2026-08-20T00:00:00
NQ-ACC-CAP-004-FREE-BRN,105,0,0,3,187,374,2026-08-20T00:00:00
NQ-ACC-PCH-005-FREE-BLK,25,0,0,5,187,374,2026-08-20T00:00:00
NQ-ACC-PCH-005-FREE-BEG,159,0,0,3,187,374,2026-08-20T00:00:00
NQ-ACC-PCH-005-FREE-WHT,85,0,0,8,187,374,2026-08-20T00:00:00
NQ-ACC-PCH-005-FREE-BRN,119,0,0,1,187,374,2026-08-20T00:00:00
NQ-DRS-001-S-BLK,641,0,0,11,480,960,2026-08-20T00:00:00
NQ-DRS-001-S-IVR,629,0,0,10,480,960,2026-08-20T00:00:00
NQ-DRS-001-M-BLK,642,0,0,5,480,960,2026-08-20T00:00:00
NQ-DRS-001-M-IVR,601,0,0,9,480,960,2026-08-20T00:00:00
NQ-DRS-001-L-BLK,550,0,0,33,480,960,2026-08-20T00:00:00
NQ-DRS-001-L-IVR,587,0,0,32,480,960,2026-08-20T00:00:00
NQ-DRS-002-S-BLK,197,0,0,2,160,320,2026-08-20T00:00:00
NQ-DRS-002-S-IVR,176,0,0,4,160,320,2026-08-20T00:00:00
NQ-DRS-002-M-BLK,177,0,0,3,160,320,2026-08-20T00:00:00
NQ-DRS-002-M-IVR,204,0,0,6,160,320,2026-08-20T00:00:00
NQ-DRS-002-L-BLK,154,0,0,10,160,320,2026-08-20T00:00:00
NQ-DRS-002-L-IVR,166,0,0,3,160,320,2026-08-20T00:00:00
TRD-CLR-01-WRM-001-S-CRM,10,0,0,0,182,365,2026-08-20T00:00:00
TRD-CLR-01-WRM-001-S-ASH,11,0,0,0,182,365,2026-08-20T00:00:00
TRD-CLR-01-WRM-001-M-CRM,11,0,0,0,182,365,2026-08-20T00:00:00
TRD-CLR-01-WRM-001-M-ASH,7,0,0,0,182,365,2026-08-20T00:00:00
TRD-CLR-01-WRM-001-L-CRM,10,0,0,0,182,365,2026-08-20T00:00:00
TRD-CLR-01-WRM-001-L-ASH,7,0,0,0,182,365,2026-08-20T00:00:00
TRD-CLR-01-COOL-002-S-CRM,6,0,0,0,182,365,2026-08-20T00:00:00
TRD-CLR-01-COOL-002-S-ASH,7,0,0,0,182,365,2026-08-20T00:00:00
TRD-CLR-01-COOL-002-M-CRM,12,0,0,0,182,365,2026-08-20T00:00:00
TRD-CLR-01-COOL-002-M-ASH,11,0,0,0,182,365,2026-08-20T00:00:00
TRD-CLR-01-COOL-002-L-CRM,5,0,0,0,182,365,2026-08-20T00:00:00
TRD-CLR-01-COOL-002-L-ASH,14,0,0,0,182,365,2026-08-20T00:00:00
TRD-CLR-01-MUT-003-S-CRM,8,0,0,0,182,365,2026-08-20T00:00:00
TRD-CLR-01-MUT-003-S-ASH,12,0,0,0,182,365,2026-08-20T00:00:00
TRD-CLR-01-MUT-003-M-CRM,8,0,0,0,182,365,2026-08-20T00:00:00
TRD-CLR-01-MUT-003-M-ASH,10,0,0,0,182,365,2026-08-20T00:00:00
TRD-CLR-01-MUT-003-L-CRM,8,0,0,0,182,365,2026-08-20T00:00:00
TRD-CLR-01-MUT-003-L-ASH,15,0,0,0,182,365,2026-08-20T00:00:00
TRD-OUT-01-STR-001-S-BLK,35,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-01-STR-001-S-GRY,38,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-01-STR-001-M-BLK,29,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-01-STR-001-M-GRY,39,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-01-STR-001-L-BLK,36,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-01-STR-001-L-GRY,45,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-01-WAV-002-S-BLK,37,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-01-WAV-002-S-GRY,39,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-01-WAV-002-M-BLK,42,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-01-WAV-002-M-GRY,49,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-01-WAV-002-L-BLK,45,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-01-WAV-002-L-GRY,47,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-01-NAT-003-S-BLK,36,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-01-NAT-003-S-GRY,43,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-01-NAT-003-M-BLK,22,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-01-NAT-003-M-GRY,34,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-01-NAT-003-L-BLK,50,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-01-NAT-003-L-GRY,51,0,0,0,276,552,2026-08-20T00:00:00
TRD-TOP-01-STR-001-S-BLK,41,0,0,0,240,480,2026-08-20T00:00:00
TRD-TOP-01-STR-001-S-IVR,31,0,0,0,240,480,2026-08-20T00:00:00
TRD-TOP-01-STR-001-M-BLK,37,0,0,0,240,480,2026-08-20T00:00:00
TRD-TOP-01-STR-001-M-IVR,40,0,0,0,240,480,2026-08-20T00:00:00
TRD-TOP-01-STR-001-L-BLK,41,0,0,0,240,480,2026-08-20T00:00:00
TRD-TOP-01-STR-001-L-IVR,38,0,0,0,240,480,2026-08-20T00:00:00
TRD-TOP-01-WAV-002-S-BLK,44,0,0,0,240,480,2026-08-20T00:00:00
TRD-TOP-01-WAV-002-S-IVR,47,0,0,0,240,480,2026-08-20T00:00:00
TRD-TOP-01-WAV-002-M-BLK,28,0,0,0,240,480,2026-08-20T00:00:00
TRD-TOP-01-WAV-002-M-IVR,49,0,0,0,240,480,2026-08-20T00:00:00
TRD-TOP-01-WAV-002-L-BLK,35,0,0,0,240,480,2026-08-20T00:00:00
TRD-TOP-01-WAV-002-L-IVR,45,0,0,0,240,480,2026-08-20T00:00:00
TRD-TOP-01-NAT-003-S-BLK,44,0,0,0,240,480,2026-08-20T00:00:00
TRD-TOP-01-NAT-003-S-IVR,38,0,0,0,240,480,2026-08-20T00:00:00
TRD-TOP-01-NAT-003-M-BLK,33,0,0,0,240,480,2026-08-20T00:00:00
TRD-TOP-01-NAT-003-M-IVR,37,0,0,0,240,480,2026-08-20T00:00:00
TRD-TOP-01-NAT-003-L-BLK,35,0,0,0,240,480,2026-08-20T00:00:00
TRD-TOP-01-NAT-003-L-IVR,44,0,0,0,240,480,2026-08-20T00:00:00
TRD-OUT-02-STR-001-S-BRN,48,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-STR-001-S-GRN,57,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-STR-001-S-BEG,54,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-STR-001-M-BRN,49,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-STR-001-M-GRN,62,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-STR-001-M-BEG,41,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-STR-001-L-BRN,44,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-STR-001-L-GRN,63,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-STR-001-L-BEG,51,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-WAV-002-S-BRN,50,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-WAV-002-S-GRN,50,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-WAV-002-S-BEG,53,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-WAV-002-M-BRN,52,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-WAV-002-M-GRN,54,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-WAV-002-M-BEG,49,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-WAV-002-L-BRN,51,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-WAV-002-L-GRN,61,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-WAV-002-L-BEG,38,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-NAT-003-S-BRN,45,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-NAT-003-S-GRN,61,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-NAT-003-S-BEG,46,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-NAT-003-M-BRN,52,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-NAT-003-M-GRN,48,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-NAT-003-M-BEG,40,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-NAT-003-L-BRN,44,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-NAT-003-L-GRN,40,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-02-NAT-003-L-BEG,45,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-03-STR-001-S-BLK,69,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-03-STR-001-S-BEG,87,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-03-STR-001-M-BLK,91,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-03-STR-001-M-BEG,70,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-03-STR-001-L-BLK,90,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-03-STR-001-L-BEG,80,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-03-WAV-002-S-BLK,73,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-03-WAV-002-S-BEG,98,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-03-WAV-002-M-BLK,80,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-03-WAV-002-M-BEG,89,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-03-WAV-002-L-BLK,73,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-03-WAV-002-L-BEG,59,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-03-NAT-003-S-BLK,89,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-03-NAT-003-S-BEG,82,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-03-NAT-003-M-BLK,91,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-03-NAT-003-M-BEG,90,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-03-NAT-003-L-BLK,81,0,0,0,276,552,2026-08-20T00:00:00
TRD-OUT-03-NAT-003-L-BEG,81,0,0,0,276,552,2026-08-20T00:00:00
TRD-ACC-01-CHM-001-FREE-BLK,38,0,0,0,623,1247,2026-08-20T00:00:00
TRD-ACC-01-CHM-001-FREE-GLD,32,0,0,0,623,1247,2026-08-20T00:00:00
TRD-ACC-01-CHM-001-FREE-SLV,38,0,0,0,623,1247,2026-08-20T00:00:00
