ledger_id,sku_code,movement_type,qty_change,reference_id,movement_date
LED-000466197,NQ-CLR-WRM-004-L-CRM,판매출고,-1,ORD-000270357,2025-05-29T10:40:00
LED-000019644,NQ-CLR-COOL-002-L-ASH,판매출고,-1,ORD-000010699,2024-03-17T11:26:00
LED-000523955,NQ-PNT-001-XL-KHK,판매출고,-1,ORD-000303934,2025-06-30T08:20:00
LED-000302903,NQ-TOP-001-2XL-GRY,판매출고,-1,ORD-000175886,2025-03-07T20:14:00
LED-000887893,NQ-CLR-COOL-002-S-IVR,판매출고,-1,ORD-000515437,2025-11-22T16:05:00
LED-000297561,NQ-CLR-MUT-006-M-ASH,입고,278,PO-000000723,2025-03-06T00:00:00
LED-001394047,NQ-TOP-001-M-ORC,판매출고,-1,ORD-000812724,2026-03-21T14:06:00
LED-001527537,NQ-DRS-001-L-BLK,판매출고,-1,ORD-000890549,2026-04-22T16:22:00
LED-001954461,NQ-TOP-001-XL-SKB,판매출고,-1,ORD-001140296,2026-07-27T13:06:00
LED-001505120,NQ-PNT-001-2XL-BEG,판매출고,-1,ORD-000877492,2026-04-17T16:51:00
LED-001891909,NQ-DRS-002-S-IVR,판매출고,-1,ORD-001103287,2026-07-18T23:44:00
LED-001724977,NQ-TOP-001-L-WHT,판매출고,-1,ORD-001006215,2026-06-08T12:26:00
LED-000172827,NQ-TOP-001-L-ORC,판매출고,-1,ORD-000099946,2024-11-20T20:36:00
LED-001180653,NQ-TOP-005-2XL-BLK,판매출고,-1,ORD-000687694,2026-02-10T18:00:00
LED-001081238,NQ-CLR-WRM-001-S-CRM,판매출고,-1,ORD-000629392,2026-01-07T20:02:00
LED-000566806,NQ-CLR-MUT-006-S-CRM,반품입고,1,ORD-000328771,2025-08-13T00:00:00
LED-000039644,NQ-TOP-001-L-NVY,판매출고,-1,ORD-000022410,2024-04-27T14:42:00
LED-001624348,NQ-CLR-COOL-002-S-CRM,판매출고,-1,ORD-000947147,2026-05-16T10:43:00
LED-001964706,NQ-TOP-001-L-ORC,판매출고,-1,ORD-001146789,2026-07-28T19:51:00
LED-001440071,NQ-OUT-001-L-NVY,판매출고,-1,ORD-000839616,2026-04-01T19:57:00
LED-000416394,NQ-PNT-001-S-GRY,판매출고,-1,ORD-000241472,2025-04-30T13:34:00
LED-000183699,NQ-CLR-WRM-004-S-CRM,판매출고,-1,ORD-000106340,2024-11-26T11:44:00
LED-001610914,NQ-TOP-001-3XL-SKB,판매출고,-1,ORD-000939338,2026-05-12T08:31:00
LED-000601530,NQ-TOP-003-L-GRY,판매출고,-1,ORD-000348961,2025-08-01T10:27:00
LED-001503929,NQ-ACC-CAP-004-FREE-WHT,판매출고,-1,ORD-000876829,2026-04-17T20:53:00
LED-001525347,NQ-CLR-COOL-005-S-ASH,판매출고,-1,ORD-000889284,2026-04-22T14:28:00
LED-000909102,NQ-PNT-001-XL-BLK,판매출고,-1,ORD-000527987,2025-11-26T12:38:00
LED-001052424,NQ-TOP-002-XS-WHT,판매출고,-1,ORD-000611926,2025-12-31T21:52:00
LED-000128252,NQ-CLR-MUT-006-M-IVR,판매출고,-1,ORD-000074075,2024-09-18T12:48:00
LED-001440810,NQ-CLR-MUT-003-L-CRM,판매출고,-1,ORD-000840045,2026-04-02T14:37:00
LED-002116779,NQ-CLR-COOL-005-M-CRM,판매출고,-1,ORD-001245038,2026-08-17T23:05:00
LED-001496230,NQ-DRS-001-L-BLK,판매출고,-1,ORD-000872397,2026-04-15T09:34:00
LED-001119760,NQ-OUT-001-L-NVY,판매출고,-1,ORD-000652726,2026-01-16T08:57:00
LED-000125970,NQ-CLR-MUT-003-L-ASH,판매출고,-1,ORD-000072727,2024-09-14T21:52:00
LED-002009332,NQ-TOP-003-S-BLK,판매출고,-1,ORD-001174389,2026-08-02T08:19:00
LED-001002519,NQ-TOP-001-M-WHT,판매출고,-1,ORD-000582936,2025-12-20T08:31:00
LED-000228552,NQ-PNT-001-3XL-KHK,판매출고,-1,ORD-000132576,2025-01-03T19:53:00
LED-000057354,NQ-PNT-001-S-GRY,판매출고,-1,ORD-000032741,2024-06-02T18:06:00
LED-001221918,NQ-PNT-001-S-BLK,판매출고,-1,ORD-000711329,2026-02-28T16:03:00
LED-000067122,NQ-CLR-COOL-002-L-IVR,판매출고,-1,ORD-000038488,2024-06-22T16:35:00
LED-001603150,NQ-CLR-COOL-002-S-IVR,반품입고,1,ORD-000934830,2026-05-29T00:00:00
LED-000698837,NQ-CLR-WRM-001-L-CRM,판매출고,-1,ORD-000405391,2025-09-07T22:20:00
LED-000979408,NQ-OUT-002-S-GRY,판매출고,-1,ORD-000569358,2025-12-15T18:25:00
LED-001517461,NQ-TOP-001-S-ORC,반품입고,1,ORD-000884629,2026-05-10T00:00:00
LED-001938376,NQ-PNT-001-L-NVY,판매출고,-1,ORD-001130608,2026-07-26T08:32:00
LED-001239286,NQ-CLR-WRM-001-M-IVR,판매출고,-1,ORD-000721583,2026-03-02T15:10:00
LED-001477757,NQ-PNT-001-M-KHK,판매출고,-1,ORD-000861653,2026-04-11T13:29:00
LED-001430203,NQ-OUT-001-M-NVY,판매출고,-1,ORD-000833861,2026-03-30T20:47:00
LED-000087716,NQ-TOP-001-XL-SKB,판매출고,-1,ORD-000050503,2024-07-27T13:19:00
LED-000320397,NQ-OUT-001-M-GRY,판매출고,-1,ORD-000185996,2025-03-11T14:19:00
LED-001504305,NQ-TOP-001-XL-ORC,판매출고,-1,ORD-000877026,2026-04-17T18:49:00
LED-000345484,NQ-TOP-001-M-ORC,반품입고,1,ORD-000200547,2025-04-14T00:00:00
LED-000217838,NQ-TOP-001-XS-LYL,판매출고,-1,ORD-000126279,2024-12-26T23:40:00
LED-001518723,NQ-TOP-003-XL-BLK,판매출고,-1,ORD-000885353,2026-04-20T11:58:00
LED-001089585,NQ-TOP-001-S-BLK,판매출고,-1,ORD-000634435,2026-01-09T11:39:00
LED-001240367,NQ-TOP-001-L-WHT,판매출고,-1,ORD-000722223,2026-03-02T22:42:00
LED-000210126,NQ-PNT-001-L-KHK,판매출고,-1,ORD-000121755,2024-12-20T16:51:00
LED-001359533,NQ-DRS-002-L-BLK,반품입고,1,ORD-000792063,2026-04-02T00:00:00
LED-000968464,NQ-TOP-001-L-ORC,반품입고,1,ORD-000563125,2025-12-30T00:00:00
LED-000461670,NQ-CLR-COOL-002-S-ASH,판매출고,-1,ORD-000267717,2025-05-27T21:07:00
LED-001875917,NQ-CLR-WRM-004-L-CRM,판매출고,-1,ORD-001093974,2026-07-14T19:11:00
LED-001381712,NQ-TOP-001-M-NVY,판매출고,-1,ORD-000805356,2026-03-18T15:14:00
LED-000371527,NQ-PNT-002-XL-BEG,판매출고,-1,ORD-000215445,2025-04-04T22:15:00
LED-000764049,NQ-PNT-001-XS-BLK,반품입고,1,ORD-000443275,2025-10-28T00:00:00
LED-001215581,NQ-TOP-001-L-BLK,판매출고,-1,ORD-000707568,2026-02-25T13:05:00
LED-002053020,NQ-OUT-001-S-BEG,판매출고,-1,ORD-001202446,2026-08-07T17:48:00
LED-001211158,NQ-PNT-001-M-BLK,반품입고,1,ORD-000705028,2026-03-18T00:00:00
LED-001941005,NQ-PNT-001-3XL-GRY,판매출고,-1,ORD-001132202,2026-07-26T09:05:00
LED-002040851,NQ-OUT-001-L-BLK,판매출고,-1,ORD-001194572,2026-08-05T11:28:00
LED-001250961,NQ-TOP-003-XS-GRY,판매출고,-1,ORD-000728412,2026-03-03T14:25:00
LED-001380831,NQ-CLR-MUT-003-S-CRM,판매출고,-1,ORD-000804829,2026-03-18T09:45:00
LED-001528460,NQ-PNT-001-2XL-GRY,판매출고,-1,ORD-000891061,2026-04-23T21:38:00
LED-001132879,NQ-OUT-001-M-GRY,판매출고,-1,ORD-000660469,2026-01-21T08:28:00
LED-000407086,NQ-CLR-MUT-003-L-IVR,판매출고,-1,ORD-000235985,2025-04-25T12:32:00
LED-000747563,NQ-PNT-002-2XL-BEG,판매출고,-1,ORD-000433737,2025-09-28T08:15:00
LED-001137365,NQ-PNT-004-XL-GRY,판매출고,-1,ORD-000662993,2026-01-23T11:14:00
LED-000495571,NQ-TOP-001-XS-WHT,판매출고,-1,ORD-000287366,2025-06-15T10:21:00
LED-001154039,NQ-TOP-001-2XL-SKB,판매출고,-1,ORD-000672521,2026-01-30T22:12:00
LED-001978503,NQ-PNT-002-XL-GRY,판매출고,-1,ORD-001155259,2026-07-30T09:19:00
LED-000046646,NQ-TOP-001-4XL-GRY,판매출고,-1,ORD-000026515,2024-05-12T09:29:00
LED-001877535,NQ-CLR-MUT-003-M-CRM,판매출고,-1,ORD-001094906,2026-07-14T19:45:00
LED-000245484,NQ-TOP-001-S-GRY,판매출고,-1,ORD-000142699,2025-01-16T16:07:00
LED-001650924,NQ-OUT-001-M-BLK,반품입고,1,ORD-000962650,2026-06-09T00:00:00
LED-001481616,NQ-OUT-001-S-BLK,판매출고,-1,ORD-000863885,2026-04-11T17:06:00
LED-001839356,NQ-CLR-COOL-002-L-IVR,판매출고,-1,ORD-001072649,2026-07-05T15:01:00
LED-000937046,NQ-PNT-003-L-BLK,판매출고,-1,ORD-000544852,2025-11-30T14:38:00
LED-001283871,NQ-TOP-002-XL-WHT,판매출고,-1,ORD-000747525,2026-03-07T17:23:00
LED-001812397,NQ-CLR-COOL-002-S-IVR,판매출고,-1,ORD-001056991,2026-06-29T13:02:00
LED-000821490,NQ-OUT-001-M-BLK,판매출고,-1,ORD-000476470,2025-10-31T23:27:00
LED-000923456,NQ-TOP-001-2XL-NVY,판매출고,-1,ORD-000536632,2025-11-28T21:29:00
LED-000161697,NQ-TOP-001-L-NVY,판매출고,-1,ORD-000093512,2024-11-06T19:58:00
LED-000994354,NQ-PNT-001-XS-KHK,판매출고,-1,ORD-000577951,2025-12-19T08:28:00
LED-002015797,NQ-TOP-005-L-BLK,판매출고,-1,ORD-001178476,2026-08-02T10:08:00
LED-000359502,NQ-CLR-MUT-003-M-ASH,판매출고,-1,ORD-000208519,2025-03-29T19:46:00
LED-000147513,NQ-TOP-003-XL-NVY,판매출고,-1,ORD-000085265,2024-10-16T15:18:00
LED-000093475,NQ-CLR-MUT-006-L-ASH,판매출고,-1,ORD-000053810,2024-08-01T10:50:00
LED-000414387,NQ-TOP-001-M-GRY,판매출고,-1,ORD-000240314,2025-04-29T23:33:00
LED-000249742,NQ-CLR-WRM-001-S-CRM,판매출고,-1,ORD-000145145,2025-01-22T21:11:00
LED-000603727,NQ-TOP-001-S-SKB,판매출고,-1,ORD-000350264,2025-08-02T23:50:00
LED-000183555,NQ-PNT-001-L-GRY,판매출고,-1,ORD-000106254,2024-11-25T10:41:00
LED-000596315,NQ-TOP-001-4XL-LYL,판매출고,-1,ORD-000345909,2025-07-31T15:56:00
LED-000394575,NQ-TOP-001-L-ORC,판매출고,-1,ORD-000228687,2025-04-18T23:24:00
LED-000173738,NQ-PNT-003-L-BEG,판매출고,-1,ORD-000100484,2024-11-21T19:29:00
LED-002016757,NQ-TOP-001-XL-ORC,판매출고,-1,ORD-001179107,2026-08-02T10:47:00
LED-001710738,NQ-OUT-001-S-BLK,판매출고,-1,ORD-000997892,2026-06-06T22:50:00
LED-000410708,NQ-OUT-001-M-BEG,판매출고,-1,ORD-000238136,2025-04-27T10:24:00
LED-000837478,NQ-CLR-MUT-003-M-CRM,판매출고,-1,ORD-000485788,2025-11-07T09:42:00
LED-000538260,NQ-CLR-WRM-004-L-ASH,판매출고,-1,ORD-000312218,2025-07-08T08:54:00
LED-001143327,NQ-OUT-001-L-BLK,판매출고,-1,ORD-000666404,2026-01-25T16:51:00
LED-001132558,NQ-OUT-003-S-GRY,반품입고,1,ORD-000660270,2026-02-02T00:00:00
LED-001192209,NQ-PNT-001-M-KHK,판매출고,-1,ORD-000694199,2026-02-15T13:42:00
LED-000344959,NQ-PNT-001-M-BEG,판매출고,-1,ORD-000200237,2025-03-20T11:31:00
LED-001502715,NQ-TOP-001-S-WHT,판매출고,-1,ORD-000876127,2026-04-16T10:44:00
LED-000847672,NQ-TOP-001-XL-ORC,판매출고,-1,ORD-000491737,2025-11-11T11:14:00
LED-001591924,NQ-TOP-001-3XL-WHT,판매출고,-1,ORD-000928248,2026-05-08T17:07:00
LED-001143935,NQ-TOP-005-3XL-NVY,판매출고,-1,ORD-000666748,2026-01-26T08:15:00
LED-001422149,NQ-CLR-MUT-006-L-IVR,판매출고,-1,ORD-000829173,2026-03-28T13:14:00
LED-001592625,NQ-TOP-003-M-NVY,판매출고,-1,ORD-000928654,2026-05-08T17:51:00
LED-002084746,NQ-TOP-004-XS-GRY,판매출고,-1,ORD-001223491,2026-08-10T13:00:00
LED-001606019,NQ-TOP-001-3XL-ORC,반품입고,1,ORD-000936532,2026-05-26T00:00:00
LED-000919578,NQ-CLR-WRM-001-S-ASH,판매출고,-1,ORD-000534272,2025-11-27T09:46:00
LED-001408539,NQ-OUT-001-M-GRY,판매출고,-1,ORD-000821258,2026-03-25T08:36:00
LED-000889848,NQ-CLR-MUT-003-L-CRM,판매출고,-1,ORD-000516576,2025-11-23T20:20:00
LED-000244703,NQ-TOP-001-2XL-ORC,판매출고,-1,ORD-000142244,2025-01-15T23:48:00
LED-001908469,NQ-TOP-002-2XL-WHT,반품입고,1,ORD-001112998,2026-08-06T00:00:00
LED-000982073,NQ-PNT-003-M-BLK,판매출고,-1,ORD-000570859,2025-12-16T10:51:00
LED-000643808,NQ-PNT-001-2XL-KHK,판매출고,-1,ORD-000373933,2025-08-10T17:32:00
LED-000977057,NQ-OUT-001-M-BEG,판매출고,-1,ORD-000568025,2025-12-15T09:08:00
LED-001118262,NQ-PNT-001-XS-KHK,판매출고,-1,ORD-000651793,2026-01-15T09:59:00
LED-000849510,NQ-PNT-001-XS-BEG,반품입고,1,ORD-000492817,2025-11-25T00:00:00
LED-002091987,NQ-TOP-002-M-BLK,판매출고,-1,ORD-001228228,2026-08-10T17:46:00
LED-001530584,NQ-PNT-004-2XL-GRY,판매출고,-1,ORD-000892279,2026-04-23T20:52:00
LED-001742335,NQ-PNT-003-L-BLK,판매출고,-1,ORD-001016289,2026-06-13T09:17:00
LED-001610241,NQ-TOP-001-L-GRY,판매출고,-1,ORD-000938956,2026-05-12T11:44:00
LED-001886445,NQ-TOP-002-M-GRY,판매출고,-1,ORD-001100103,2026-07-16T11:31:00
LED-001772538,NQ-PNT-001-L-BEG,판매출고,-1,ORD-001033829,2026-06-20T12:05:00
LED-001352771,NQ-PNT-001-S-BLK,판매출고,-1,ORD-000788088,2026-03-13T22:07:00
LED-001874452,NQ-PNT-003-M-BEG,판매출고,-1,ORD-001093108,2026-07-13T16:02:00
LED-001932152,NQ-PNT-001-4XL-BLK,판매출고,-1,ORD-001126901,2026-07-25T11:04:00
LED-001161197,NQ-PNT-001-L-BLK,판매출고,-1,ORD-000676582,2026-02-02T13:58:00
LED-000040570,NQ-TOP-001-XL-NVY,판매출고,-1,ORD-000022944,2024-04-29T21:38:00
LED-001401782,NQ-ACC-BAG-001-FREE-BEG,판매출고,-1,ORD-000817297,2026-03-23T12:35:00
LED-000318330,NQ-OUT-002-M-BLK,판매출고,-1,ORD-000184748,2025-03-10T11:41:00
LED-000466864,NQ-TOP-001-XL-BLK,반품입고,1,ORD-000270746,2025-06-08T00:00:00
LED-001104940,NQ-TOP-001-3XL-LYL,반품입고,1,ORD-000643780,2026-02-09T00:00:00
LED-001421573,NQ-TOP-001-M-LYL,판매출고,-1,ORD-000828825,2026-03-28T21:13:00
LED-000590467,NQ-OUT-001-M-GRY,판매출고,-1,ORD-000342484,2025-07-29T19:32:00
LED-001636731,NQ-TOP-003-S-BLK,불량처리,0,ORD-000954360,2026-06-04T00:00:00
LED-001310186,NQ-DRS-002-L-IVR,불량처리,0,ORD-000763023,2026-04-02T00:00:00
LED-000564330,NQ-PNT-003-S-GRY,판매출고,-1,ORD-000327330,2025-07-23T15:19:00
LED-001580200,NQ-TOP-001-M-ORC,판매출고,-1,ORD-000921383,2026-05-05T11:26:00
LED-001010755,NQ-TOP-001-M-ORC,반품입고,1,ORD-000587610,2026-01-10T00:00:00
LED-001017882,NQ-CLR-WRM-001-M-IVR,판매출고,-1,ORD-000591672,2025-12-24T11:46:00
LED-001883049,NQ-PNT-001-S-NVY,반품입고,1,ORD-001098104,2026-07-31T00:00:00
LED-001634172,NQ-TOP-001-3XL-WHT,반품입고,1,ORD-000952873,2026-06-12T00:00:00
LED-000777281,NQ-TOP-001-M-ORC,판매출고,-1,ORD-000450870,2025-10-11T23:46:00
LED-001428033,NQ-TOP-002-L-GRY,판매출고,-1,ORD-000832621,2026-03-29T14:44:00
LED-000030946,NQ-TOP-001-XL-NVY,판매출고,-1,ORD-000017296,2024-04-09T17:15:00
LED-001132354,NQ-CLR-COOL-002-L-IVR,반품입고,1,ORD-000660149,2026-02-15T00:00:00
LED-000045486,NQ-TOP-001-2XL-WHT,판매출고,-1,ORD-000025820,2024-05-09T17:10:00
LED-001171831,NQ-TOP-001-2XL-GRY,판매출고,-1,ORD-000682601,2026-02-07T10:49:00
LED-001950967,NQ-CLR-MUT-003-M-IVR,판매출고,-1,ORD-001138203,2026-07-27T16:14:00
LED-000567106,NQ-TOP-001-S-WHT,판매출고,-1,ORD-000328941,2025-07-24T21:10:00
LED-001217058,NQ-TOP-001-3XL-SKB,판매출고,-1,ORD-000708433,2026-02-26T20:19:00
LED-001361414,NQ-PNT-004-3XL-GRY,판매출고,-1,ORD-000793230,2026-03-14T15:05:00
LED-001565910,NQ-TOP-001-XS-ORC,판매출고,-1,ORD-000912996,2026-05-02T16:37:00
LED-001395188,NQ-TOP-001-3XL-LYL,판매출고,-1,ORD-000813396,2026-03-21T20:26:00
LED-001384034,NQ-PNT-003-M-GRY,반품입고,1,ORD-000806710,2026-04-08T00:00:00
LED-000639698,NQ-OUT-001-S-BLK,판매출고,-1,ORD-000371545,2025-08-10T09:27:00
LED-000950912,NQ-TOP-001-3XL-SKB,불량처리,0,ORD-000553092,2025-12-13T00:00:00
LED-001831844,NQ-CLR-MUT-006-L-IVR,판매출고,-1,ORD-001068305,2026-07-04T17:19:00
LED-001175125,NQ-PNT-001-3XL-GRY,판매출고,-1,ORD-000684568,2026-02-08T16:26:00
LED-000214288,NQ-TOP-001-M-LYL,판매출고,-1,ORD-000124181,2024-12-23T09:23:00
LED-001506357,NQ-PNT-003-L-BLK,판매출고,-1,ORD-000878206,2026-04-17T22:00:00
LED-001646851,NQ-TOP-002-XL-WHT,판매출고,-1,ORD-000960273,2026-05-21T12:49:00
LED-000254038,NQ-PNT-003-M-BLK,판매출고,-1,ORD-000147578,2025-01-28T15:12:00
LED-001382073,NQ-PNT-003-XL-BEG,판매출고,-1,ORD-000805577,2026-03-18T11:59:00
LED-001296418,NQ-TOP-001-M-SKB,판매출고,-1,ORD-000754975,2026-03-08T22:46:00
LED-001276004,NQ-ACC-BAG-001-FREE-WHT,판매출고,-1,ORD-000742943,2026-03-06T22:22:00
LED-000627822,NQ-TOP-001-M-NVY,판매출고,-1,ORD-000364489,2025-08-07T19:15:00
LED-001850747,NQ-CLR-COOL-002-S-CRM,판매출고,-1,ORD-001079305,2026-07-08T20:30:00
LED-000299292,NQ-TOP-002-L-NVY,판매출고,-1,ORD-000173830,2025-03-06T21:16:00
LED-001794015,NQ-ACC-PCH-005-FREE-BEG,판매출고,-1,ORD-001046228,2026-06-25T08:35:00
LED-000781461,NQ-PNT-001-S-KHK,판매출고,-1,ORD-000453254,2025-10-13T21:29:00
LED-002058434,NQ-OUT-001-S-NVY,판매출고,-1,ORD-001205936,2026-08-07T13:18:00
LED-001378422,NQ-CLR-WRM-001-M-CRM,반품입고,1,ORD-000803380,2026-04-01T00:00:00
LED-001093512,NQ-TOP-001-XL-NVY,판매출고,-1,ORD-000636798,2026-01-10T09:51:00
LED-000883149,NQ-CLR-COOL-002-M-ASH,판매출고,-1,ORD-000512572,2025-11-22T16:41:00
LED-000168876,NQ-TOP-001-L-GRY,판매출고,-1,ORD-000097696,2024-11-16T22:22:00
LED-000726301,NQ-CLR-MUT-006-L-ASH,판매출고,-1,ORD-000421380,2025-09-20T15:53:00
LED-000757810,NQ-TOP-002-M-BLK,판매출고,-1,ORD-000439641,2025-10-03T13:54:00
LED-000348057,NQ-TOP-001-M-LYL,판매출고,-1,ORD-000202038,2025-03-22T20:53:00
LED-000777171,NQ-PNT-003-2XL-BLK,판매출고,-1,ORD-000450807,2025-10-11T17:01:00
LED-000157008,NQ-CLR-COOL-002-L-IVR,판매출고,-1,ORD-000090742,2024-10-30T08:05:00
LED-000926366,NQ-TOP-001-L-NVY,판매출고,-1,ORD-000538510,2025-11-29T11:17:00
LED-001474355,NQ-PNT-001-XL-KHK,반품입고,1,ORD-000859707,2026-04-29T00:00:00
LED-000538953,NQ-TOP-001-XL-ORC,판매출고,-1,ORD-000312592,2025-07-09T16:56:00
LED-001142072,NQ-OUT-002-S-BEG,반품입고,1,ORD-000665678,2026-02-14T00:00:00
LED-000009877,NQ-CLR-COOL-002-L-CRM,판매출고,-1,ORD-000004998,2024-03-08T23:05:00
LED-000985480,NQ-TOP-001-XL-NVY,판매출고,-1,ORD-000572821,2025-12-17T19:45:00
LED-000179893,NQ-CLR-WRM-001-M-ASH,판매출고,-1,ORD-000104087,2024-11-24T15:29:00
LED-001390971,NQ-CLR-MUT-003-M-IVR,판매출고,-1,ORD-000810869,2026-03-21T19:26:00
LED-001658751,NQ-PNT-001-M-NVY,판매출고,-1,ORD-000967248,2026-05-24T11:11:00
LED-001007268,NQ-TOP-001-XL-LYL,판매출고,-1,ORD-000585629,2025-12-21T16:46:00
LED-000009937,NQ-TOP-003-4XL-BLK,판매출고,-1,ORD-000005029,2024-03-08T21:34:00
LED-001488679,NQ-ACC-BAG-001-FREE-WHT,판매출고,-1,ORD-000868027,2026-04-13T16:32:00
LED-000806372,NQ-PNT-001-L-BEG,판매출고,-1,ORD-000467742,2025-10-24T10:44:00
LED-001751330,NQ-TOP-003-2XL-BLK,판매출고,-1,ORD-001021539,2026-06-14T23:50:00
LED-001304571,TRD-OUT-03-NAT-003-S-BEG,판매출고,-1,ORD-000759701,2026-03-08T17:50:00
LED-002046536,NQ-OUT-001-L-BLK,판매출고,-1,ORD-001198231,2026-08-06T18:56:00
LED-001219847,NQ-PNT-004-XL-BLK,판매출고,-1,ORD-000710043,2026-02-27T09:43:00
LED-000348975,NQ-TOP-001-3XL-ORC,판매출고,-1,ORD-000202566,2025-03-22T23:38:00
LED-001450035,NQ-DRS-001-S-IVR,판매출고,-1,ORD-000845406,2026-04-04T14:00:00
LED-002065555,NQ-ACC-BAG-001-FREE-BRN,판매출고,-1,ORD-001210609,2026-08-08T11:51:00
LED-001517812,NQ-ACC-BAG-001-FREE-BRN,반품입고,1,ORD-000884833,2026-05-06T00:00:00
LED-000109927,NQ-TOP-001-L-WHT,판매출고,-1,ORD-000063352,2024-08-18T14:20:00
LED-002125579,NQ-OUT-002-S-GRY,판매출고,-1,ORD-001250922,2026-08-20T13:12:00
LED-001006251,NQ-OUT-002-L-BLK,판매출고,-1,ORD-000585083,2025-12-21T20:25:00
LED-000873553,NQ-OUT-001-L-BLK,판매출고,-1,ORD-000506980,2025-11-21T19:47:00
LED-001219503,NQ-CLR-COOL-002-M-ASH,판매출고,-1,ORD-000709822,2026-02-27T21:42:00
LED-002038117,NQ-TOP-003-M-BLK,판매출고,-1,ORD-001192859,2026-08-05T11:30:00
LED-000256480,NQ-PNT-001-XL-GRY,판매출고,-1,ORD-000149013,2025-02-01T22:46:00
LED-000896639,NQ-CLR-COOL-002-S-IVR,판매출고,-1,ORD-000520601,2025-11-24T18:55:00
LED-000404607,NQ-TOP-001-2XL-ORC,판매출고,-1,ORD-000234513,2025-04-23T15:33:00
LED-002022237,NQ-PNT-003-M-GRY,반품입고,1,ORD-001182552,2026-08-19T00:00:00
LED-001295531,NQ-DRS-001-M-BLK,판매출고,-1,ORD-000754470,2026-03-07T23:11:00
LED-000069640,NQ-PNT-001-M-BEG,판매출고,-1,ORD-000039967,2024-06-27T14:19:00
LED-001682152,NQ-PNT-001-2XL-BEG,판매출고,-1,ORD-000980990,2026-05-30T14:05:00
LED-000105363,NQ-PNT-002-2XL-GRY,반품입고,1,ORD-000060725,2024-08-24T00:00:00
LED-001180220,NQ-PNT-001-M-BEG,판매출고,-1,ORD-000687450,2026-02-10T11:38:00
LED-001320207,NQ-CLR-COOL-002-M-CRM,판매출고,-1,ORD-000768967,2026-03-10T10:23:00
LED-000090293,NQ-TOP-004-L-BLK,판매출고,-1,ORD-000051984,2024-07-29T12:32:00
LED-001073456,NQ-TOP-002-2XL-WHT,판매출고,-1,ORD-000624709,2026-01-05T13:28:00
LED-001137177,NQ-TOP-001-XL-LYL,판매출고,-1,ORD-000662887,2026-01-23T15:41:00
LED-001866380,NQ-TOP-003-3XL-BLK,반품입고,1,ORD-001088421,2026-07-29T00:00:00
LED-000698458,NQ-TOP-001-M-ORC,판매출고,-1,ORD-000405180,2025-09-07T10:40:00
LED-001024483,NQ-PNT-001-M-GRY,판매출고,-1,ORD-000595413,2025-12-25T16:39:00
LED-001161038,NQ-OUT-001-M-GRY,판매출고,-1,ORD-000676500,2026-02-02T09:24:00
LED-002064743,NQ-PNT-001-2XL-BLK,판매출고,-1,ORD-001210062,2026-08-08T19:20:00
LED-000752693,NQ-TOP-001-XL-GRY,판매출고,-1,ORD-000436718,2025-10-01T17:20:00
LED-000178974,NQ-CLR-COOL-002-M-IVR,판매출고,-1,ORD-000103563,2024-11-23T09:11:00
LED-001312253,NQ-CLR-MUT-003-L-CRM,판매출고,-1,ORD-000764225,2026-03-09T12:02:00
LED-001181036,NQ-TOP-002-M-WHT,판매출고,-1,ORD-000687917,2026-02-10T09:58:00
LED-000562508,NQ-CLR-COOL-002-S-IVR,판매출고,-1,ORD-000326292,2025-07-22T18:39:00
LED-001067520,NQ-CLR-WRM-001-M-ASH,판매출고,-1,ORD-000621108,2026-01-04T10:09:00
LED-001778096,NQ-TOP-001-2XL-LYL,판매출고,-1,ORD-001037075,2026-06-21T15:01:00
LED-000756604,NQ-OUT-001-M-BLK,판매출고,-1,ORD-000438959,2025-10-03T21:56:00
LED-001082252,NQ-TOP-001-4XL-LYL,판매출고,-1,ORD-000630003,2026-01-07T16:10:00
LED-001973631,NQ-TOP-005-L-BLK,판매출고,-1,ORD-001152302,2026-07-29T13:48:00
LED-000318289,NQ-TOP-005-M-WHT,판매출고,-1,ORD-000184727,2025-03-10T17:21:00
LED-000945309,NQ-TOP-001-XL-SKB,판매출고,-1,ORD-000549890,2025-12-01T23:04:00
LED-001687586,NQ-TOP-003-XL-WHT,판매출고,-1,ORD-000984251,2026-05-31T19:41:00
LED-000058210,NQ-TOP-001-2XL-BLK,판매출고,-1,ORD-000033243,2024-06-04T17:03:00
LED-001358475,NQ-ACC-CAP-004-FREE-WHT,판매출고,-1,ORD-000791448,2026-03-14T08:32:00
LED-001068412,NQ-PNT-001-S-GRY,반품입고,1,ORD-000621608,2026-01-27T00:00:00
LED-001451558,NQ-TOP-002-XS-GRY,판매출고,-1,ORD-000846352,2026-04-04T22:04:00
LED-001030868,NQ-PNT-001-S-BLK,판매출고,-1,ORD-000599080,2025-12-27T12:13:00
LED-000763927,TRD-OUT-02-STR-001-S-BRN,판매출고,-1,ORD-000443210,2025-10-06T19:53:00
LED-001042380,NQ-PNT-001-M-GRY,반품입고,1,ORD-000606078,2026-01-16T00:00:00
LED-000904817,NQ-PNT-001-3XL-BLK,판매출고,-1,ORD-000525497,2025-11-25T12:17:00
LED-000068857,NQ-CLR-WRM-001-S-CRM,판매출고,-1,ORD-000039491,2024-06-25T09:26:00
