customer_id,persona_segment,signup_channel,signup_date
CUST-000129926,Primary(18-24),ZIGZAG,2025-03-10
CUST-000129973,Primary(18-24),ZIGZAG,2025-03-10
CUST-000130835,Secondary(25-28),ZIGZAG,2025-03-11
CUST-000131159,Secondary(25-28),ZIGZAG,2025-03-11
CUST-000131352,Primary(18-24),ZIGZAG,2025-03-11
CUST-000131743,Secondary(25-28),ZIGZAG,2025-03-12
CUST-000131753,Secondary(25-28),ZIGZAG,2025-03-12
CUST-000131820,Primary(18-24),ZIGZAG,2025-03-12
CUST-000132087,Primary(18-24),ZIGZAG,2025-03-12
CUST-000132105,Primary(18-24),ZIGZAG,2025-03-12
CUST-000132966,Primary(18-24),ZIGZAG,2025-03-12
CUST-000133244,Primary(18-24),ZIGZAG,2025-03-13
CUST-000133558,Primary(18-24),ZIGZAG,2025-03-13
CUST-000133717,Secondary(25-28),ZIGZAG,2025-03-13
CUST-000134330,Secondary(25-28),ZIGZAG,2025-03-13
CUST-000134484,Primary(18-24),ZIGZAG,2025-03-13
CUST-000134568,Primary(18-24),ZIGZAG,2025-03-13
CUST-000135062,Secondary(25-28),ZIGZAG,2025-03-14
CUST-000135234,Secondary(25-28),ZIGZAG,2025-03-14
CUST-000135403,Primary(18-24),ZIGZAG,2025-03-14
CUST-000135616,Primary(18-24),ZIGZAG,2025-03-14
CUST-000135781,Primary(18-24),ZIGZAG,2025-03-14
CUST-000135877,Primary(18-24),ZIGZAG,2025-03-14
CUST-000135944,Secondary(25-28),ZIGZAG,2025-03-14
CUST-000136518,Secondary(25-28),ZIGZAG,2025-03-15
CUST-000136834,Primary(18-24),ZIGZAG,2025-03-15
CUST-000137001,Primary(18-24),ZIGZAG,2025-03-15
CUST-000137009,Primary(18-24),ZIGZAG,2025-03-15
CUST-000137083,Primary(18-24),ZIGZAG,2025-03-15
CUST-000137321,Primary(18-24),ZIGZAG,2025-03-16
CUST-000137352,Primary(18-24),ZIGZAG,2025-03-16
CUST-000137775,Primary(18-24),ZIGZAG,2025-03-16
CUST-000138019,Secondary(25-28),ZIGZAG,2025-03-17
CUST-000138034,Primary(18-24),ZIGZAG,2025-03-17
CUST-000138123,Primary(18-24),ZIGZAG,2025-03-17
CUST-000138285,Primary(18-24),ZIGZAG,2025-03-17
CUST-000138286,Secondary(25-28),ZIGZAG,2025-03-17
CUST-000138570,Secondary(25-28),ZIGZAG,2025-03-17
CUST-000138843,Primary(18-24),ZIGZAG,2025-03-18
CUST-000139002,Primary(18-24),ZIGZAG,2025-03-18
CUST-000139584,Primary(18-24),ZIGZAG,2025-03-19
CUST-000141363,Primary(18-24),ZIGZAG,2025-03-22
CUST-000141664,Primary(18-24),ZIGZAG,2025-03-22
CUST-000142124,Secondary(25-28),ZIGZAG,2025-03-23
CUST-000142157,Primary(18-24),ZIGZAG,2025-03-23
CUST-000142543,Secondary(25-28),ZIGZAG,2025-03-23
CUST-000143531,Primary(18-24),ZIGZAG,2025-03-25
CUST-000143977,Primary(18-24),ZIGZAG,2025-03-25
CUST-000144447,Secondary(25-28),ZIGZAG,2025-03-26
CUST-000145047,Secondary(25-28),ZIGZAG,2025-03-27
CUST-000145287,Primary(18-24),ZIGZAG,2025-03-27
CUST-000146370,Primary(18-24),ZIGZAG,2025-03-29
CUST-000146463,Primary(18-24),ZIGZAG,2025-03-29
CUST-000146847,Secondary(25-28),ZIGZAG,2025-03-30
CUST-000147148,Primary(18-24),ZIGZAG,2025-03-30
CUST-000147334,Primary(18-24),ZIGZAG,2025-03-30
CUST-000147999,Primary(18-24),ZIGZAG,2025-03-31
CUST-000148206,Secondary(25-28),ZIGZAG,2025-03-31
CUST-000148686,Primary(18-24),ZIGZAG,2025-04-01
CUST-000148860,Secondary(25-28),ZIGZAG,2025-04-01
CUST-000149120,Secondary(25-28),ZIGZAG,2025-04-02
CUST-000149334,Primary(18-24),ZIGZAG,2025-04-02
CUST-000149360,Primary(18-24),ZIGZAG,2025-04-02
CUST-000150209,Primary(18-24),ZIGZAG,2025-04-04
CUST-000150520,Primary(18-24),ZIGZAG,2025-04-04
CUST-000150727,Primary(18-24),ZIGZAG,2025-04-04
CUST-000151081,Primary(18-24),ZIGZAG,2025-04-05
CUST-000152551,Primary(18-24),ZIGZAG,2025-04-06
CUST-000152615,Primary(18-24),ZIGZAG,2025-04-06
CUST-000153133,Secondary(25-28),ZIGZAG,2025-04-07
CUST-000153675,Primary(18-24),ZIGZAG,2025-04-08
CUST-000154298,Primary(18-24),ZIGZAG,2025-04-09
CUST-000154589,Secondary(25-28),ZIGZAG,2025-04-10
CUST-000154618,Primary(18-24),ZIGZAG,2025-04-10
CUST-000155275,Primary(18-24),ZIGZAG,2025-04-11
CUST-000155994,Primary(18-24),ZIGZAG,2025-04-12
CUST-000156225,Secondary(25-28),ZIGZAG,2025-04-12
CUST-000156396,Secondary(25-28),ZIGZAG,2025-04-12
CUST-000156917,Primary(18-24),ZIGZAG,2025-04-13
CUST-000157266,Primary(18-24),ZIGZAG,2025-04-13
CUST-000157891,Secondary(25-28),ZIGZAG,2025-04-14
CUST-000157985,Secondary(25-28),ZIGZAG,2025-04-14
CUST-000158450,Secondary(25-28),ZIGZAG,2025-04-15
CUST-000158732,Secondary(25-28),ZIGZAG,2025-04-15
CUST-000159341,Primary(18-24),ZIGZAG,2025-04-16
CUST-000160139,Primary(18-24),ZIGZAG,2025-04-18
CUST-000160146,Secondary(25-28),ZIGZAG,2025-04-18
CUST-000160210,Primary(18-24),ZIGZAG,2025-04-18
CUST-000160472,Secondary(25-28),ZIGZAG,2025-04-18
CUST-000160487,Primary(18-24),ZIGZAG,2025-04-18
CUST-000160738,Primary(18-24),ZIGZAG,2025-04-19
CUST-000160927,Primary(18-24),ZIGZAG,2025-04-19
CUST-000160966,Primary(18-24),ZIGZAG,2025-04-19
CUST-000160988,Primary(18-24),ZIGZAG,2025-04-19
CUST-000161089,Primary(18-24),ZIGZAG,2025-04-19
CUST-000161121,Primary(18-24),ZIGZAG,2025-04-19
CUST-000161329,Secondary(25-28),ZIGZAG,2025-04-19
CUST-000161405,Primary(18-24),ZIGZAG,2025-04-19
CUST-000161669,Primary(18-24),ZIGZAG,2025-04-20
CUST-000162039,Primary(18-24),ZIGZAG,2025-04-20
CUST-000162672,Primary(18-24),ZIGZAG,2025-04-21
CUST-000162769,Primary(18-24),ZIGZAG,2025-04-21
CUST-000163265,Primary(18-24),ZIGZAG,2025-04-22
CUST-000163492,Secondary(25-28),ZIGZAG,2025-04-22
CUST-000163567,Primary(18-24),ZIGZAG,2025-04-22
CUST-000163674,Secondary(25-28),ZIGZAG,2025-04-23
CUST-000164679,Primary(18-24),ZIGZAG,2025-04-24
CUST-000165136,Primary(18-24),ZIGZAG,2025-04-25
CUST-000165606,Primary(18-24),ZIGZAG,2025-04-26
CUST-000165652,Secondary(25-28),ZIGZAG,2025-04-26
CUST-000165691,Secondary(25-28),ZIGZAG,2025-04-26
CUST-000165730,Primary(18-24),ZIGZAG,2025-04-26
CUST-000166394,Primary(18-24),ZIGZAG,2025-04-27
CUST-000166537,Primary(18-24),ZIGZAG,2025-04-27
CUST-000166900,Secondary(25-28),ZIGZAG,2025-04-27
CUST-000167016,Primary(18-24),ZIGZAG,2025-04-27
CUST-000169013,Primary(18-24),ZIGZAG,2025-04-30
CUST-000169787,Primary(18-24),ZIGZAG,2025-05-02
CUST-000170307,Primary(18-24),ZIGZAG,2025-05-02
CUST-000170756,Secondary(25-28),ZIGZAG,2025-05-03
CUST-000170867,Secondary(25-28),ZIGZAG,2025-05-03
CUST-000170905,Primary(18-24),ZIGZAG,2025-05-03
CUST-000171420,Primary(18-24),ZIGZAG,2025-05-04
CUST-000171551,Primary(18-24),ZIGZAG,2025-05-04
CUST-000171874,Secondary(25-28),ZIGZAG,2025-05-04
CUST-000172398,Primary(18-24),ZIGZAG,2025-05-05
CUST-000172639,Primary(18-24),ZIGZAG,2025-05-05
CUST-000172649,Secondary(25-28),ZIGZAG,2025-05-05
CUST-000172719,Primary(18-24),ZIGZAG,2025-05-06
CUST-000173088,Primary(18-24),ZIGZAG,2025-05-06
CUST-000173398,Primary(18-24),ZIGZAG,2025-05-07
CUST-000173420,Primary(18-24),ZIGZAG,2025-05-07
CUST-000174069,Secondary(25-28),ZIGZAG,2025-05-08
CUST-000174290,Secondary(25-28),ZIGZAG,2025-05-08
CUST-000174630,Primary(18-24),ZIGZAG,2025-05-09
CUST-000174820,Secondary(25-28),ZIGZAG,2025-05-09
CUST-000175063,Secondary(25-28),ZIGZAG,2025-05-09
CUST-000175220,Primary(18-24),ZIGZAG,2025-05-10
CUST-000175388,Primary(18-24),ZIGZAG,2025-05-10
CUST-000175430,Primary(18-24),ZIGZAG,2025-05-10
CUST-000175672,Primary(18-24),ZIGZAG,2025-05-10
CUST-000175691,Primary(18-24),ZIGZAG,2025-05-10
CUST-000175766,Secondary(25-28),ZIGZAG,2025-05-10
CUST-000176122,Primary(18-24),ZIGZAG,2025-05-11
CUST-000176298,Primary(18-24),ZIGZAG,2025-05-11
CUST-000176668,Primary(18-24),ZIGZAG,2025-05-11
CUST-000177765,Secondary(25-28),ZIGZAG,2025-05-13
CUST-000178172,Secondary(25-28),ZIGZAG,2025-05-13
CUST-000179028,Secondary(25-28),ZIGZAG,2025-05-15
CUST-000179371,Primary(18-24),ZIGZAG,2025-05-15
CUST-000179634,Secondary(25-28),ZIGZAG,2025-05-16
CUST-000180131,Primary(18-24),ZIGZAG,2025-05-17
CUST-000180902,Primary(18-24),ZIGZAG,2025-05-17
CUST-000181275,Primary(18-24),ZIGZAG,2025-05-18
CUST-000181284,Primary(18-24),ZIGZAG,2025-05-18
CUST-000181295,Primary(18-24),ZIGZAG,2025-05-18
CUST-000182151,Primary(18-24),ZIGZAG,2025-05-19
CUST-000182166,Primary(18-24),ZIGZAG,2025-05-19
CUST-000182171,Secondary(25-28),ZIGZAG,2025-05-19
CUST-000182537,Secondary(25-28),ZIGZAG,2025-05-20
CUST-000183078,Primary(18-24),ZIGZAG,2025-05-20
CUST-000183192,Secondary(25-28),ZIGZAG,2025-05-21
CUST-000183752,Primary(18-24),ZIGZAG,2025-05-22
CUST-000184025,Secondary(25-28),ZIGZAG,2025-05-22
CUST-000184168,Secondary(25-28),ZIGZAG,2025-05-22
CUST-000184612,Secondary(25-28),ZIGZAG,2025-05-23
CUST-000184835,Primary(18-24),ZIGZAG,2025-05-23
CUST-000185434,Primary(18-24),ZIGZAG,2025-05-24
CUST-000185491,Primary(18-24),ZIGZAG,2025-05-24
CUST-000185917,Secondary(25-28),ZIGZAG,2025-05-25
CUST-000186278,Primary(18-24),ZIGZAG,2025-05-25
CUST-000186424,Secondary(25-28),ZIGZAG,2025-05-25
CUST-000186747,Secondary(25-28),ZIGZAG,2025-05-26
CUST-000186807,Primary(18-24),ZIGZAG,2025-05-26
CUST-000187873,Primary(18-24),ZIGZAG,2025-05-27
CUST-000188285,Primary(18-24),ZIGZAG,2025-05-28
CUST-000189118,Secondary(25-28),ZIGZAG,2025-05-29
CUST-000189572,Primary(18-24),ZIGZAG,2025-05-30
CUST-000189656,Primary(18-24),ZIGZAG,2025-05-30
CUST-000190235,Primary(18-24),ZIGZAG,2025-05-31
CUST-000190398,Secondary(25-28),ZIGZAG,2025-05-31
CUST-000191450,Primary(18-24),ZIGZAG,2025-06-01
CUST-000192657,Secondary(25-28),ZIGZAG,2025-06-03
CUST-000192874,Primary(18-24),ZIGZAG,2025-06-03
CUST-000193633,Primary(18-24),ZIGZAG,2025-06-05
CUST-000193766,Secondary(25-28),ZIGZAG,2025-06-05
CUST-000195516,Secondary(25-28),ZIGZAG,2025-06-07
CUST-000196016,Secondary(25-28),ZIGZAG,2025-06-08
CUST-000196069,Primary(18-24),ZIGZAG,2025-06-08
CUST-000198227,Primary(18-24),ZIGZAG,2025-06-11
CUST-000198374,Primary(18-24),ZIGZAG,2025-06-11
CUST-000198604,Primary(18-24),ZIGZAG,2025-06-11
CUST-000199439,Secondary(25-28),ZIGZAG,2025-06-13
CUST-000200078,Primary(18-24),ZIGZAG,2025-06-14
CUST-000201033,Secondary(25-28),ZIGZAG,2025-06-15
CUST-000201116,Primary(18-24),ZIGZAG,2025-06-15
CUST-000201223,Primary(18-24),ZIGZAG,2025-06-15
CUST-000201665,Primary(18-24),ZIGZAG,2025-06-15
CUST-000201757,Primary(18-24),ZIGZAG,2025-06-15
CUST-000201767,Secondary(25-28),ZIGZAG,2025-06-15
CUST-000201963,Primary(18-24),ZIGZAG,2025-06-16
CUST-000202632,Secondary(25-28),ZIGZAG,2025-06-17
CUST-000202758,Primary(18-24),ZIGZAG,2025-06-17
CUST-000202887,Primary(18-24),ZIGZAG,2025-06-17
CUST-000202982,Primary(18-24),ZIGZAG,2025-06-17
CUST-000203416,Secondary(25-28),ZIGZAG,2025-06-18
CUST-000203653,Primary(18-24),ZIGZAG,2025-06-18
CUST-000203805,Secondary(25-28),ZIGZAG,2025-06-18
CUST-000204181,Primary(18-24),ZIGZAG,2025-06-19
CUST-000205393,Primary(18-24),ZIGZAG,2025-06-21
CUST-000205735,Secondary(25-28),ZIGZAG,2025-06-21
CUST-000205838,Secondary(25-28),ZIGZAG,2025-06-21
CUST-000205895,Primary(18-24),ZIGZAG,2025-06-21
CUST-000205960,Secondary(25-28),ZIGZAG,2025-06-21
CUST-000206265,Secondary(25-28),ZIGZAG,2025-06-22
CUST-000206281,Primary(18-24),ZIGZAG,2025-06-22
CUST-000206848,Primary(18-24),ZIGZAG,2025-06-22
CUST-000207193,Secondary(25-28),ZIGZAG,2025-06-23
CUST-000207909,Primary(18-24),ZIGZAG,2025-06-24
CUST-000208490,Primary(18-24),ZIGZAG,2025-06-25
CUST-000209010,Secondary(25-28),ZIGZAG,2025-06-25
CUST-000209016,Secondary(25-28),ZIGZAG,2025-06-25
CUST-000209332,Secondary(25-28),ZIGZAG,2025-06-26
CUST-000209434,Primary(18-24),ZIGZAG,2025-06-26
CUST-000209445,Primary(18-24),ZIGZAG,2025-06-26
CUST-000209627,Primary(18-24),ZIGZAG,2025-06-26
CUST-000210592,Primary(18-24),ZIGZAG,2025-06-28
CUST-000210616,Secondary(25-28),ZIGZAG,2025-06-28
CUST-000210655,Secondary(25-28),ZIGZAG,2025-06-28
CUST-000210966,Primary(18-24),ZIGZAG,2025-06-28
CUST-000211073,Primary(18-24),ZIGZAG,2025-06-28
CUST-000211375,Primary(18-24),ZIGZAG,2025-06-28
CUST-000211445,Secondary(25-28),ZIGZAG,2025-06-29
CUST-000212015,Primary(18-24),ZIGZAG,2025-06-29
CUST-000212344,Primary(18-24),ZIGZAG,2025-06-30
CUST-000213263,Secondary(25-28),ZIGZAG,2025-07-01
CUST-000213621,Primary(18-24),ZIGZAG,2025-07-02
CUST-000213670,Primary(18-24),ZIGZAG,2025-07-02
CUST-000214080,Primary(18-24),ZIGZAG,2025-07-02
CUST-000214234,Primary(18-24),ZIGZAG,2025-07-03
CUST-000214280,Primary(18-24),ZIGZAG,2025-07-03
CUST-000214731,Primary(18-24),ZIGZAG,2025-07-03
CUST-000215035,Secondary(25-28),ZIGZAG,2025-07-04
CUST-000215164,Primary(18-24),ZIGZAG,2025-07-04
CUST-000215473,Primary(18-24),ZIGZAG,2025-07-04
CUST-000215516,Secondary(25-28),ZIGZAG,2025-07-04
CUST-000215744,Primary(18-24),ZIGZAG,2025-07-05
CUST-000216643,Primary(18-24),ZIGZAG,2025-07-06
CUST-000216849,Primary(18-24),ZIGZAG,2025-07-06
CUST-000217074,Secondary(25-28),ZIGZAG,2025-07-06
CUST-000217793,Primary(18-24),ZIGZAG,2025-07-07
CUST-000220537,Primary(18-24),ZIGZAG,2025-07-11
CUST-000221294,Primary(18-24),ZIGZAG,2025-07-12
CUST-000221450,Secondary(25-28),ZIGZAG,2025-07-12
CUST-000222114,Secondary(25-28),ZIGZAG,2025-07-13
CUST-000222490,Secondary(25-28),ZIGZAG,2025-07-13
CUST-000222675,Primary(18-24),ZIGZAG,2025-07-14
CUST-000222730,Primary(18-24),ZIGZAG,2025-07-14
CUST-000223172,Primary(18-24),ZIGZAG,2025-07-14
CUST-000223597,Primary(18-24),ZIGZAG,2025-07-15
CUST-000223841,Primary(18-24),ZIGZAG,2025-07-15
CUST-000224242,Primary(18-24),ZIGZAG,2025-07-16
CUST-000224329,Primary(18-24),ZIGZAG,2025-07-16
CUST-000224545,Secondary(25-28),ZIGZAG,2025-07-17
CUST-000224562,Primary(18-24),ZIGZAG,2025-07-17
CUST-000224567,Primary(18-24),ZIGZAG,2025-07-17
CUST-000224633,Secondary(25-28),ZIGZAG,2025-07-17
CUST-000224701,Primary(18-24),ZIGZAG,2025-07-17
CUST-000224814,Primary(18-24),ZIGZAG,2025-07-17
CUST-000225982,Secondary(25-28),ZIGZAG,2025-07-19
CUST-000226051,Primary(18-24),ZIGZAG,2025-07-19
CUST-000226730,Secondary(25-28),ZIGZAG,2025-07-20
CUST-000226794,Primary(18-24),ZIGZAG,2025-07-20
CUST-000226937,Primary(18-24),ZIGZAG,2025-07-20
CUST-000227205,Secondary(25-28),ZIGZAG,2025-07-20
CUST-000227318,Primary(18-24),ZIGZAG,2025-07-20
CUST-000227709,Primary(18-24),ZIGZAG,2025-07-21
CUST-000228514,Secondary(25-28),ZIGZAG,2025-07-22
CUST-000228542,Secondary(25-28),ZIGZAG,2025-07-22
CUST-000229304,Primary(18-24),ZIGZAG,2025-07-23
CUST-000229437,Primary(18-24),ZIGZAG,2025-07-23
CUST-000229870,Secondary(25-28),ZIGZAG,2025-07-24
CUST-000229894,Primary(18-24),ZIGZAG,2025-07-24
CUST-000230327,Primary(18-24),ZIGZAG,2025-07-25
CUST-000230398,Primary(18-24),ZIGZAG,2025-07-25
CUST-000230989,Primary(18-24),ZIGZAG,2025-07-25
CUST-000231357,Primary(18-24),ZIGZAG,2025-07-25
CUST-000231639,Primary(18-24),ZIGZAG,2025-07-25
CUST-000231913,Primary(18-24),ZIGZAG,2025-07-26
CUST-000232054,Secondary(25-28),ZIGZAG,2025-07-26
CUST-000232364,Primary(18-24),ZIGZAG,2025-07-26
CUST-000232553,Primary(18-24),ZIGZAG,2025-07-26
CUST-000233892,Primary(18-24),ZIGZAG,2025-07-26
CUST-000234047,Primary(18-24),ZIGZAG,2025-07-26
CUST-000234195,Secondary(25-28),ZIGZAG,2025-07-27
CUST-000234303,Primary(18-24),ZIGZAG,2025-07-27
CUST-000235361,Secondary(25-28),ZIGZAG,2025-07-27
CUST-000235768,Secondary(25-28),ZIGZAG,2025-07-27
CUST-000236068,Primary(18-24),ZIGZAG,2025-07-27
CUST-000236693,Primary(18-24),ZIGZAG,2025-07-28
CUST-000236741,Primary(18-24),ZIGZAG,2025-07-28
CUST-000238398,Primary(18-24),ZIGZAG,2025-07-29
CUST-000238747,Primary(18-24),ZIGZAG,2025-07-29
CUST-000239037,Primary(18-24),ZIGZAG,2025-07-29
CUST-000239405,Primary(18-24),ZIGZAG,2025-07-29
CUST-000240103,Primary(18-24),ZIGZAG,2025-07-30
CUST-000240329,Primary(18-24),ZIGZAG,2025-07-30
CUST-000241010,Primary(18-24),ZIGZAG,2025-07-30
CUST-000241132,Primary(18-24),ZIGZAG,2025-07-30
CUST-000241596,Primary(18-24),ZIGZAG,2025-07-31
CUST-000241802,Secondary(25-28),ZIGZAG,2025-07-31
CUST-000242168,Primary(18-24),ZIGZAG,2025-07-31
CUST-000242505,Primary(18-24),ZIGZAG,2025-07-31
CUST-000243023,Primary(18-24),ZIGZAG,2025-08-01
CUST-000243101,Secondary(25-28),ZIGZAG,2025-08-01
CUST-000243388,Primary(18-24),ZIGZAG,2025-08-01
CUST-000243464,Primary(18-24),ZIGZAG,2025-08-01
CUST-000243999,Primary(18-24),ZIGZAG,2025-08-01
CUST-000244487,Primary(18-24),ZIGZAG,2025-08-01
CUST-000244981,Primary(18-24),ZIGZAG,2025-08-02
CUST-000245045,Secondary(25-28),ZIGZAG,2025-08-02
CUST-000245090,Primary(18-24),ZIGZAG,2025-08-02
CUST-000245116,Secondary(25-28),ZIGZAG,2025-08-02
CUST-000246090,Primary(18-24),ZIGZAG,2025-08-02
CUST-000246114,Secondary(25-28),ZIGZAG,2025-08-02
CUST-000246345,Secondary(25-28),ZIGZAG,2025-08-02
CUST-000247431,Primary(18-24),ZIGZAG,2025-08-03
CUST-000247565,Secondary(25-28),ZIGZAG,2025-08-03
CUST-000248935,Secondary(25-28),ZIGZAG,2025-08-03
CUST-000249975,Secondary(25-28),ZIGZAG,2025-08-04
CUST-000250199,Secondary(25-28),ZIGZAG,2025-08-04
CUST-000250485,Secondary(25-28),ZIGZAG,2025-08-04
CUST-000250707,Secondary(25-28),ZIGZAG,2025-08-05
CUST-000251467,Primary(18-24),ZIGZAG,2025-08-05
CUST-000252084,Primary(18-24),ZIGZAG,2025-08-05
CUST-000252859,Primary(18-24),ZIGZAG,2025-08-06
CUST-000252911,Primary(18-24),ZIGZAG,2025-08-06
CUST-000253501,Primary(18-24),ZIGZAG,2025-08-06
CUST-000253626,Primary(18-24),ZIGZAG,2025-08-06
CUST-000253761,Secondary(25-28),ZIGZAG,2025-08-06
CUST-000253798,Secondary(25-28),ZIGZAG,2025-08-06
CUST-000254077,Secondary(25-28),ZIGZAG,2025-08-07
CUST-000254098,Primary(18-24),ZIGZAG,2025-08-07
CUST-000254853,Primary(18-24),ZIGZAG,2025-08-07
CUST-000254885,Primary(18-24),ZIGZAG,2025-08-07
CUST-000255322,Primary(18-24),ZIGZAG,2025-08-07
CUST-000255520,Primary(18-24),ZIGZAG,2025-08-07
CUST-000255550,Primary(18-24),ZIGZAG,2025-08-07
CUST-000255726,Primary(18-24),ZIGZAG,2025-08-08
CUST-000256320,Primary(18-24),ZIGZAG,2025-08-08
CUST-000256666,Primary(18-24),ZIGZAG,2025-08-08
CUST-000258440,Primary(18-24),ZIGZAG,2025-08-09
CUST-000258632,Primary(18-24),ZIGZAG,2025-08-09
CUST-000258658,Primary(18-24),ZIGZAG,2025-08-09
CUST-000259309,Secondary(25-28),ZIGZAG,2025-08-09
CUST-000259518,Primary(18-24),ZIGZAG,2025-08-09
CUST-000259747,Primary(18-24),ZIGZAG,2025-08-10
CUST-000261080,Primary(18-24),ZIGZAG,2025-08-10
CUST-000261299,Primary(18-24),ZIGZAG,2025-08-10
CUST-000261684,Secondary(25-28),ZIGZAG,2025-08-10
CUST-000261826,Primary(18-24),ZIGZAG,2025-08-10
CUST-000261953,Primary(18-24),ZIGZAG,2025-08-11
CUST-000262627,Primary(18-24),ZIGZAG,2025-08-12
CUST-000262781,Primary(18-24),ZIGZAG,2025-08-12
CUST-000262837,Primary(18-24),ZIGZAG,2025-08-12
CUST-000262972,Secondary(25-28),ZIGZAG,2025-08-12
CUST-000263314,Primary(18-24),ZIGZAG,2025-08-13
CUST-000263807,Primary(18-24),ZIGZAG,2025-08-14
CUST-000264729,Primary(18-24),ZIGZAG,2025-08-15
CUST-000265821,Primary(18-24),ZIGZAG,2025-08-16
CUST-000265867,Primary(18-24),ZIGZAG,2025-08-16
CUST-000266545,Primary(18-24),ZIGZAG,2025-08-17
CUST-000266576,Primary(18-24),ZIGZAG,2025-08-17
CUST-000266812,Primary(18-24),ZIGZAG,2025-08-17
CUST-000266900,Secondary(25-28),ZIGZAG,2025-08-17
CUST-000267800,Primary(18-24),ZIGZAG,2025-08-19
CUST-000268787,Primary(18-24),ZIGZAG,2025-08-20
CUST-000269772,Primary(18-24),ZIGZAG,2025-08-22
CUST-000270328,Primary(18-24),ZIGZAG,2025-08-23
CUST-000270334,Primary(18-24),ZIGZAG,2025-08-23
CUST-000270522,Primary(18-24),ZIGZAG,2025-08-23
CUST-000270576,Primary(18-24),ZIGZAG,2025-08-23
CUST-000270648,Secondary(25-28),ZIGZAG,2025-08-23
CUST-000270884,Primary(18-24),ZIGZAG,2025-08-23
CUST-000271032,Primary(18-24),ZIGZAG,2025-08-23
CUST-000272242,Primary(18-24),ZIGZAG,2025-08-25
CUST-000272255,Primary(18-24),ZIGZAG,2025-08-25
CUST-000272448,Primary(18-24),ZIGZAG,2025-08-25
CUST-000273096,Primary(18-24),ZIGZAG,2025-08-26
CUST-000273837,Primary(18-24),ZIGZAG,2025-08-27
CUST-000274271,Secondary(25-28),ZIGZAG,2025-08-28
CUST-000275044,Secondary(25-28),ZIGZAG,2025-08-29
CUST-000275888,Secondary(25-28),ZIGZAG,2025-08-30
CUST-000276269,Primary(18-24),ZIGZAG,2025-08-30
CUST-000276640,Primary(18-24),ZIGZAG,2025-08-31
CUST-000276754,Primary(18-24),ZIGZAG,2025-08-31
CUST-000277488,Primary(18-24),ZIGZAG,2025-09-01
CUST-000277618,Secondary(25-28),ZIGZAG,2025-09-01
CUST-000278524,Secondary(25-28),ZIGZAG,2025-09-02
CUST-000280327,Primary(18-24),ZIGZAG,2025-09-04
CUST-000280435,Primary(18-24),ZIGZAG,2025-09-04
CUST-000280719,Primary(18-24),ZIGZAG,2025-09-05
CUST-000281179,Primary(18-24),ZIGZAG,2025-09-05
CUST-000281206,Primary(18-24),ZIGZAG,2025-09-05
CUST-000281207,Primary(18-24),ZIGZAG,2025-09-05
CUST-000281455,Primary(18-24),ZIGZAG,2025-09-05
CUST-000282441,Primary(18-24),ZIGZAG,2025-09-06
CUST-000282485,Secondary(25-28),ZIGZAG,2025-09-06
CUST-000282502,Primary(18-24),ZIGZAG,2025-09-06
CUST-000282600,Primary(18-24),ZIGZAG,2025-09-06
CUST-000282920,Primary(18-24),ZIGZAG,2025-09-07
CUST-000283061,Primary(18-24),ZIGZAG,2025-09-07
CUST-000283972,Primary(18-24),ZIGZAG,2025-09-08
CUST-000283991,Primary(18-24),ZIGZAG,2025-09-08
CUST-000283998,Primary(18-24),ZIGZAG,2025-09-08
CUST-000284737,Secondary(25-28),ZIGZAG,2025-09-08
CUST-000284939,Primary(18-24),ZIGZAG,2025-09-09
CUST-000284971,Primary(18-24),ZIGZAG,2025-09-09
CUST-000285400,Secondary(25-28),ZIGZAG,2025-09-09
CUST-000285628,Primary(18-24),ZIGZAG,2025-09-10
CUST-000285742,Primary(18-24),ZIGZAG,2025-09-10
CUST-000286230,Primary(18-24),ZIGZAG,2025-09-10
CUST-000286241,Primary(18-24),ZIGZAG,2025-09-10
CUST-000286286,Primary(18-24),ZIGZAG,2025-09-10
CUST-000286479,Secondary(25-28),ZIGZAG,2025-09-11
CUST-000286537,Primary(18-24),ZIGZAG,2025-09-11
CUST-000286876,Primary(18-24),ZIGZAG,2025-09-11
CUST-000287216,Secondary(25-28),ZIGZAG,2025-09-11
CUST-000287399,Primary(18-24),ZIGZAG,2025-09-12
CUST-000287888,Primary(18-24),ZIGZAG,2025-09-12
CUST-000288246,Secondary(25-28),ZIGZAG,2025-09-13
CUST-000288392,Primary(18-24),ZIGZAG,2025-09-13
CUST-000288680,Primary(18-24),ZIGZAG,2025-09-13
CUST-000289492,Primary(18-24),ZIGZAG,2025-09-14
CUST-000291460,Primary(18-24),ZIGZAG,2025-09-16
CUST-000291753,Primary(18-24),ZIGZAG,2025-09-16
CUST-000291777,Secondary(25-28),ZIGZAG,2025-09-16
CUST-000292111,Primary(18-24),ZIGZAG,2025-09-17
CUST-000292239,Primary(18-24),ZIGZAG,2025-09-17
CUST-000292555,Secondary(25-28),ZIGZAG,2025-09-17
CUST-000292771,Primary(18-24),ZIGZAG,2025-09-17
CUST-000293511,Secondary(25-28),ZIGZAG,2025-09-18
CUST-000293689,Primary(18-24),ZIGZAG,2025-09-18
CUST-000293989,Primary(18-24),ZIGZAG,2025-09-19
CUST-000294036,Primary(18-24),ZIGZAG,2025-09-19
CUST-000294429,Primary(18-24),ZIGZAG,2025-09-19
