po_id,factory_id,order_date,expected_arrival_date,status
PO-SHOWROOM-000000475,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000476,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000477,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000478,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000479,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000480,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000481,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000482,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000483,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000484,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000485,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000486,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000487,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000488,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000489,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000490,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000491,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000492,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000493,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000494,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000495,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000496,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000497,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000498,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000499,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000500,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000501,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000502,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000503,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000504,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000505,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000506,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000507,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000508,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000509,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000510,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000511,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000512,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000513,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000514,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000515,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000516,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000517,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000518,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000519,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000520,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000521,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000522,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000523,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000524,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000525,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000526,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000527,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000528,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000529,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000530,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000531,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000532,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000533,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000534,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000535,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000536,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000537,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000538,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000539,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000540,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000541,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000542,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000543,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000544,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000545,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000546,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000547,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000548,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000549,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000550,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000551,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000552,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000553,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000554,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000555,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000556,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000557,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000558,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000559,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000560,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000561,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000562,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000563,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000564,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000565,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000566,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000567,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000568,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000569,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000570,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000571,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000572,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000573,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000574,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000575,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000576,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000577,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000578,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000579,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000580,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000581,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000582,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000583,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000584,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000585,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000586,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000587,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000588,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000589,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000590,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000591,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000592,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000593,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000594,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000595,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000596,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000597,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000598,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000599,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000600,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000601,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000602,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000603,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000604,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000605,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000606,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000607,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000608,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000609,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000610,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000611,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000612,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000613,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000614,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000615,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000616,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000617,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000618,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000619,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000620,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000621,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000622,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000623,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000624,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000625,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000626,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000627,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000628,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000629,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000630,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000631,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000632,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000633,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000634,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000635,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000636,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000637,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000638,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000639,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000640,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000641,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000642,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000643,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000644,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000645,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000646,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000647,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000648,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000649,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000650,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000651,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000652,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000653,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000654,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000655,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000656,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000657,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000658,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000659,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000660,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000661,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000662,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000663,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000664,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000665,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000666,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000667,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000668,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000669,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000670,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000671,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000672,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000673,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000674,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000675,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000676,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000677,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000678,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000679,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000680,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000681,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000682,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000683,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000684,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000685,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000686,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000687,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000688,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000689,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000690,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000691,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000692,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000693,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000694,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000695,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000696,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000697,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000698,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000699,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000700,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000701,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000702,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000703,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000704,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000705,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000706,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000707,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000708,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000709,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000710,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000711,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000712,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000713,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000714,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000715,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000716,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000717,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000718,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000719,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000720,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000721,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000722,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000723,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000724,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000725,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000726,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000727,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000728,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000729,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000730,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000731,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000732,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000733,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000734,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000735,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000736,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000737,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000738,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000739,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000740,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000741,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000742,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000743,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000744,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000745,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000746,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000747,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000748,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000749,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000750,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000751,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000752,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000753,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000754,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000755,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000756,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000757,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000758,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000759,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000760,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000761,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000762,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000763,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000764,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000765,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000766,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000767,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000768,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000769,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000770,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000771,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000772,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000773,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000774,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000775,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000776,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000777,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000778,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000779,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000780,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000781,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000782,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000783,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000784,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000785,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000786,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000787,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000788,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000789,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000790,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000791,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000792,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000793,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000794,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000795,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000796,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000797,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000798,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000799,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000800,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000801,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000802,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000803,FAC-001,2026-03-04,2026-04-01,입고완료
PO-SHOWROOM-000000804,FAC-001,2026-03-04,2026-04-01,입고완료
PO-000000001,FAC-001,2024-05-21,2024-07-12,발주
PO-000000002,FAC-001,2024-05-21,2024-07-12,발주
PO-000000003,FAC-001,2024-05-24,2024-07-15,발주
PO-000000004,FAC-001,2024-05-26,2024-07-17,발주
PO-000000005,FAC-001,2024-05-27,2024-07-18,발주
PO-000000006,FAC-001,2024-05-28,2024-07-19,발주
PO-000000007,FAC-001,2024-05-29,2024-07-20,발주
PO-000000008,FAC-001,2024-05-29,2024-07-20,발주
PO-000000009,FAC-001,2024-05-30,2024-07-21,발주
PO-000000010,FAC-001,2024-06-01,2024-07-23,발주
PO-000000011,FAC-001,2024-06-01,2024-07-23,발주
PO-000000012,FAC-001,2024-06-01,2024-07-23,발주
PO-000000013,FAC-001,2024-06-01,2024-07-23,발주
PO-000000014,FAC-001,2024-06-01,2024-07-23,발주
PO-000000015,FAC-001,2024-06-01,2024-07-23,발주
PO-000000016,FAC-001,2024-06-01,2024-07-23,발주
PO-000000017,FAC-001,2024-06-01,2024-07-23,발주
PO-000000018,FAC-001,2024-06-01,2024-07-23,발주
PO-000000019,FAC-001,2024-06-01,2024-07-23,발주
PO-000000020,FAC-001,2024-06-01,2024-07-23,발주
PO-000000021,FAC-001,2024-06-01,2024-07-23,발주
PO-000000022,FAC-001,2024-06-01,2024-07-23,발주
PO-000000023,FAC-001,2024-06-01,2024-07-23,발주
PO-000000024,FAC-001,2024-06-01,2024-07-23,발주
PO-000000025,FAC-001,2024-06-01,2024-07-23,발주
