return_id,order_id,sku_code,reason_code,status,request_date,resolution
RET-000166703,ORD-000728876,TRD-OUT-03-NAT-003-S-BLK,R02,완료,2026-03-26,교환
RET-000240050,ORD-001056534,NQ-CLR-MUT-006-M-CRM,R01,완료,2026-07-12,교환
RET-000107268,ORD-000471475,NQ-PNT-002-2XL-BEG,R01,완료,2025-11-09,교환
RET-000131272,ORD-000574323,NQ-TOP-001-M-WHT,R03,완료,2025-12-25,교환
RET-000004628,ORD-000021453,NQ-TOP-004-XS-GRY,R03,완료,2024-05-06,환불
RET-000248891,ORD-001097592,NQ-TOP-001-4XL-GRY,R01,완료,2026-08-04,교환
RET-000188042,ORD-000824375,NQ-TOP-001-L-NVY,R01,완료,2026-04-16,환불
RET-000110711,ORD-000487043,NQ-TOP-002-2XL-WHT,R01,완료,2025-12-02,환불
RET-000040742,ORD-000181915,NQ-PNT-003-S-BLK,R03,완료,2025-03-20,교환
RET-000083002,ORD-000367275,NQ-OUT-001-S-BLK,R02,완료,2025-08-26,환불
RET-000026583,ORD-000121383,NQ-TOP-002-S-BLK,R03,완료,2024-12-25,환불
RET-000039356,ORD-000176183,NQ-CLR-WRM-004-M-CRM,R01,완료,2025-03-12,환불
RET-000092491,ORD-000408096,NQ-TOP-001-L-WHT,R01,완료,2025-09-14,교환
RET-000172323,ORD-000754120,NQ-OUT-002-L-BEG,R04,완료,2026-03-16,교환
RET-000008199,ORD-000037975,NQ-PNT-002-L-GRY,R03,완료,2024-07-07,교환
RET-000115555,ORD-000508229,NQ-OUT-001-M-BEG,R02,완료,2025-12-06,교환
RET-000222999,ORD-000980420,NQ-CLR-MUT-003-M-CRM,R03,완료,2026-06-22,교환
RET-000173085,ORD-000757661,NQ-CLR-COOL-005-M-CRM,R03,완료,2026-03-21,교환
RET-000139524,ORD-000610085,NQ-CLR-WRM-001-S-IVR,R02,완료,2026-01-06,환불
RET-000253961,ORD-001120086,NQ-TOP-001-S-BLK,R01,완료,2026-08-02,교환
RET-000012778,ORD-000059089,NQ-PNT-001-L-GRY,R01,완료,2024-08-22,교환
RET-000035819,ORD-000161556,NQ-OUT-001-S-BLK,R02,완료,2025-03-17,환불
RET-000040957,ORD-000182761,NQ-TOP-001-3XL-BLK,R03,완료,2025-04-01,환불
RET-000015331,ORD-000070030,NQ-TOP-002-L-GRY,R03,완료,2024-09-20,교환
RET-000154865,ORD-000676825,NQ-TOP-001-XL-BLK,R01,완료,2026-02-13,교환
RET-000268266,ORD-001202698,NQ-PNT-001-L-NVY,R01,완료,2026-08-16,환불
RET-000103055,ORD-000453767,NQ-PNT-001-2XL-BLK,R04,완료,2025-10-19,교환
RET-000205497,ORD-000901819,NQ-PNT-003-2XL-BLK,R04,완료,2026-05-10,교환
RET-000006169,ORD-000028559,NQ-TOP-001-M-ORC,R01,완료,2024-06-06,환불
RET-000215108,ORD-000944557,NQ-TOP-001-M-ORC,R05,완료,2026-05-31,교환
RET-000185603,ORD-000813874,NQ-OUT-001-S-NVY,R03,완료,2026-04-13,교환
RET-000015305,ORD-000069898,NQ-TOP-004-2XL-GRY,R03,완료,2024-09-16,교환
RET-000174670,ORD-000764549,NQ-OUT-001-S-BEG,R03,완료,2026-03-24,교환
RET-000062971,ORD-000278598,NQ-PNT-001-S-KHK,R01,완료,2025-06-12,교환
RET-000140168,ORD-000613138,NQ-CLR-WRM-001-M-CRM,R03,완료,2026-01-10,환불
RET-000144243,ORD-000632912,NQ-CLR-COOL-002-S-CRM,R01,완료,2026-01-28,환불
RET-000071449,ORD-000315536,NQ-PNT-003-L-BLK,R03,완료,2025-07-23,환불
RET-000217104,ORD-000953572,NQ-TOP-001-L-NVY,R02,완료,2026-06-08,환불
RET-000212490,ORD-000933393,NQ-PNT-002-3XL-GRY,R02,완료,2026-06-04,교환
RET-000196827,ORD-000862422,NQ-TOP-005-2XL-GRY,R01,완료,2026-04-23,교환
RET-000080089,ORD-000355019,NQ-PNT-001-S-GRY,R01,완료,2025-08-27,교환
RET-000148663,ORD-000652419,NQ-PNT-001-M-BLK,R01,완료,2026-02-07,교환
RET-000115926,ORD-000509720,NQ-CLR-MUT-003-S-IVR,R01,완료,2025-12-02,교환
RET-000053142,ORD-000234756,NQ-TOP-003-M-BLK,R01,완료,2025-05-04,교환
RET-000181124,ORD-000793613,NQ-OUT-001-S-BEG,R04,완료,2026-04-01,교환
RET-000098358,ORD-000433931,NQ-TOP-003-4XL-BLK,R01,완료,2025-10-16,환불
RET-000160602,ORD-000699953,NQ-PNT-001-XL-BLK,R03,완료,2026-03-13,환불
RET-000020485,ORD-000093819,NQ-CLR-MUT-003-S-IVR,R01,완료,2024-11-23,교환
RET-000212449,ORD-000933239,NQ-OUT-001-M-GRY,R01,완료,2026-05-30,교환
RET-000256796,ORD-001132672,NQ-DRS-001-L-IVR,R01,검수중,2026-08-19,
RET-000107937,ORD-000474349,NQ-TOP-001-S-BLK,R01,완료,2025-11-16,환불
RET-000139140,ORD-000608327,NQ-PNT-003-XL-GRY,R01,완료,2026-01-09,교환
RET-000239741,ORD-001055080,NQ-PNT-001-L-NVY,R01,완료,2026-07-04,교환
RET-000175721,ORD-000769211,NQ-TOP-003-L-NVY,R02,완료,2026-04-01,교환
RET-000235493,ORD-001035229,NQ-ACC-BAG-001-FREE-BLK,R02,완료,2026-07-11,환불
RET-000164244,ORD-000717441,TRD-OUT-03-STR-001-L-BLK,R03,완료,2026-03-16,교환
RET-000214634,ORD-000942499,NQ-OUT-001-M-GRY,R01,완료,2026-06-06,교환
RET-000153156,ORD-000669946,NQ-TOP-002-2XL-NVY,R01,완료,2026-02-12,교환
RET-000252218,ORD-001112145,NQ-CLR-COOL-005-L-CRM,R03,완료,2026-07-29,교환
RET-000004970,ORD-000023088,NQ-PNT-001-M-NVY,R01,완료,2024-05-13,환불
RET-000186085,ORD-000815896,NQ-OUT-001-S-NVY,R02,완료,2026-03-31,교환
RET-000087062,ORD-000383537,NQ-TOP-002-M-BLK,R01,완료,2025-09-04,환불
RET-000094043,ORD-000415327,NQ-TOP-002-3XL-BLK,R02,완료,2025-10-05,교환
RET-000020653,ORD-000094653,NQ-PNT-001-M-BLK,R02,완료,2024-11-25,교환
RET-000226898,ORD-000997778,NQ-CLR-COOL-002-L-ASH,R02,완료,2026-06-28,교환
RET-000112344,ORD-000494433,NQ-PNT-001-3XL-KHK,R02,완료,2025-12-07,환불
RET-000072374,ORD-000320097,NQ-CLR-MUT-006-L-CRM,R02,완료,2025-08-02,교환
RET-000227662,ORD-001001006,NQ-PNT-001-M-BLK,R01,완료,2026-06-16,환불
RET-000176818,ORD-000774097,NQ-TOP-001-XL-ORC,R01,완료,2026-03-22,교환
RET-000006856,ORD-000031680,NQ-PNT-001-S-NVY,R03,완료,2024-06-12,교환
RET-000021283,ORD-000097483,NQ-TOP-002-S-NVY,R01,완료,2024-11-25,환불
RET-000121241,ORD-000532622,NQ-TOP-002-L-WHT,R02,완료,2025-12-04,교환
RET-000100753,ORD-000444254,NQ-PNT-001-XS-GRY,R03,완료,2025-10-17,환불
RET-000023713,ORD-000108792,NQ-CLR-COOL-002-M-ASH,R03,완료,2024-12-17,환불
RET-000006921,ORD-000031968,NQ-PNT-001-L-NVY,R01,완료,2024-06-18,환불
RET-000078441,ORD-000347692,NQ-TOP-001-M-SKB,R01,완료,2025-08-26,환불
RET-000199062,ORD-000872163,NQ-PNT-001-4XL-NVY,R03,완료,2026-04-29,교환
RET-000132588,ORD-000579739,NQ-TOP-001-S-NVY,R04,완료,2026-01-12,환불
RET-000178021,ORD-000779615,NQ-TOP-003-L-NVY,R01,완료,2026-03-23,교환
RET-000136897,ORD-000597837,NQ-PNT-001-2XL-KHK,R01,완료,2026-01-08,교환
RET-000224239,ORD-000985953,NQ-TOP-001-XL-GRY,R04,완료,2026-06-21,환불
RET-000012478,ORD-000057731,NQ-CLR-COOL-002-M-CRM,R01,완료,2024-08-23,교환
RET-000055301,ORD-000244434,NQ-TOP-001-M-SKB,R03,완료,2025-05-18,환불
RET-000087221,ORD-000384166,NQ-TOP-002-XL-BLK,R01,완료,2025-08-25,환불
RET-000205093,ORD-000899901,NQ-TOP-002-2XL-NVY,R01,완료,2026-05-07,교환
RET-000218462,ORD-000959723,NQ-CLR-MUT-003-M-ASH,R04,완료,2026-05-27,교환
RET-000066711,ORD-000295130,NQ-TOP-003-XS-GRY,R01,완료,2025-06-29,교환
RET-000017279,ORD-000079082,NQ-PNT-001-L-GRY,R02,완료,2024-10-22,교환
RET-000172498,ORD-000754863,NQ-TOP-001-XL-GRY,R01,완료,2026-04-02,환불
RET-000243097,ORD-001070923,NQ-CLR-WRM-001-L-ASH,R03,완료,2026-07-11,교환
RET-000194387,ORD-000851719,NQ-PNT-001-L-NVY,R01,완료,2026-04-18,환불
RET-000024905,ORD-000114294,NQ-TOP-001-XL-NVY,R01,완료,2024-12-30,교환
RET-000251411,ORD-001108698,NQ-PNT-004-L-BEG,R01,완료,2026-08-13,교환
RET-000264788,ORD-001175767,NQ-TOP-001-M-BLK,R01,완료,2026-08-16,환불
RET-000235400,ORD-001034830,NQ-TOP-001-2XL-LYL,R01,완료,2026-07-06,교환
RET-000192199,ORD-000842280,NQ-TOP-001-M-BLK,R03,완료,2026-04-10,교환
RET-000194030,ORD-000850243,NQ-TOP-003-M-NVY,R01,완료,2026-04-13,환불
RET-000013621,ORD-000062723,NQ-CLR-WRM-004-L-ASH,R01,완료,2024-09-03,교환
RET-000082502,ORD-000365249,NQ-PNT-002-M-BLK,R01,완료,2025-08-31,교환
RET-000091945,ORD-000405499,TRD-TOP-01-STR-001-L-IVR,R03,완료,2025-09-20,환불
RET-000257926,ORD-001138286,NQ-OUT-001-S-NVY,R01,완료,2026-08-15,교환
RET-000230555,ORD-001013575,NQ-TOP-003-L-GRY,R03,완료,2026-06-17,환불
RET-000161359,ORD-000703318,NQ-TOP-002-L-GRY,R02,완료,2026-03-06,교환
RET-000045660,ORD-000203031,NQ-OUT-001-M-BLK,R01,완료,2025-04-17,교환
RET-000052635,ORD-000232598,NQ-PNT-001-3XL-KHK,R01,완료,2025-05-13,교환
RET-000094246,ORD-000416226,NQ-TOP-002-L-WHT,R01,완료,2025-10-07,교환
RET-000027537,ORD-000125382,NQ-PNT-001-L-BLK,R04,완료,2025-01-18,교환
RET-000128226,ORD-000561844,NQ-PNT-001-S-BLK,R01,완료,2025-12-21,환불
RET-000042911,ORD-000191322,NQ-TOP-001-2XL-LYL,R01,완료,2025-03-29,교환
RET-000020613,ORD-000094436,NQ-PNT-001-L-BLK,R01,완료,2024-11-29,교환
RET-000204204,ORD-000895546,NQ-TOP-001-S-NVY,R03,완료,2026-05-03,환불
RET-000136484,ORD-000596079,NQ-PNT-004-2XL-BLK,R03,완료,2026-01-02,환불
RET-000007653,ORD-000035385,NQ-TOP-001-S-WHT,R02,완료,2024-06-25,교환
RET-000197308,ORD-000864465,NQ-TOP-001-M-LYL,R01,완료,2026-05-02,환불
RET-000213339,ORD-000936810,NQ-CLR-WRM-001-S-ASH,R01,완료,2026-06-05,환불
RET-000261895,ORD-001158051,NQ-CLR-MUT-003-L-CRM,R01,완료,2026-08-05,교환
RET-000162363,ORD-000708333,NQ-TOP-001-4XL-SKB,R01,완료,2026-03-06,교환
RET-000186295,ORD-000816805,NQ-ACC-CAP-004-FREE-BEG,R05,완료,2026-04-15,교환
RET-000084198,ORD-000371940,NQ-TOP-001-M-WHT,R03,완료,2025-09-04,교환
RET-000240039,ORD-001056497,NQ-CLR-COOL-002-M-ASH,R01,완료,2026-07-16,교환
RET-000045263,ORD-000201335,NQ-OUT-001-M-NVY,R05,완료,2025-04-01,교환
RET-000211599,ORD-000929454,NQ-OUT-001-L-BLK,R01,완료,2026-05-21,교환
RET-000113165,ORD-000498153,NQ-PNT-001-XL-BEG,R01,완료,2025-11-26,교환
RET-000222101,ORD-000976210,NQ-PNT-001-L-KHK,R01,완료,2026-06-09,교환
RET-000036462,ORD-000164292,NQ-PNT-001-S-KHK,R01,완료,2025-03-24,환불
RET-000060163,ORD-000265950,NQ-OUT-001-S-BLK,R03,완료,2025-06-02,환불
RET-000210767,ORD-000925752,NQ-CLR-COOL-002-M-ASH,R01,완료,2026-05-20,교환
RET-000076934,ORD-000340946,NQ-CLR-COOL-002-L-CRM,R03,완료,2025-08-21,환불
RET-000058998,ORD-000260677,NQ-TOP-001-XS-GRY,R01,완료,2025-05-29,환불
RET-000144016,ORD-000631819,NQ-TOP-003-4XL-GRY,R01,완료,2026-01-24,교환
RET-000212433,ORD-000933179,NQ-PNT-002-M-BEG,R03,완료,2026-06-02,환불
RET-000067080,ORD-000296591,NQ-TOP-001-XL-NVY,R01,완료,2025-07-15,환불
RET-000094079,ORD-000415480,NQ-CLR-WRM-001-M-ASH,R02,완료,2025-10-08,교환
RET-000149856,ORD-000656995,NQ-OUT-001-M-BEG,R01,완료,2026-01-24,교환
RET-000173751,ORD-000760612,NQ-DRS-001-S-BLK,R02,완료,2026-03-31,환불
RET-000224272,ORD-000986108,NQ-TOP-001-S-NVY,R02,완료,2026-06-12,교환
RET-000199876,ORD-000875790,NQ-ACC-BAG-001-FREE-BEG,R03,완료,2026-05-09,교환
RET-000075115,ORD-000332678,NQ-TOP-001-S-BLK,R01,완료,2025-08-05,교환
RET-000064686,ORD-000286231,NQ-TOP-002-L-NVY,R01,완료,2025-07-06,교환
RET-000026904,ORD-000122700,NQ-TOP-001-S-BLK,R03,완료,2025-01-08,교환
RET-000167159,ORD-000730872,NQ-TOP-001-M-SKB,R03,완료,2026-03-24,교환
RET-000151851,ORD-000664601,NQ-PNT-001-XL-BEG,R01,완료,2026-02-07,교환
RET-000250081,ORD-001102686,NQ-CLR-COOL-002-L-IVR,R04,완료,2026-08-02,교환
RET-000052443,ORD-000231777,NQ-OUT-001-M-NVY,R02,완료,2025-05-13,환불
RET-000205983,ORD-000904213,NQ-TOP-001-M-GRY,R03,완료,2026-05-23,교환
RET-000190219,ORD-000833952,NQ-DRS-001-S-IVR,R03,완료,2026-04-17,환불
RET-000268281,ORD-001202820,NQ-OUT-002-M-BEG,R03,검수중,2026-08-18,
RET-000246158,ORD-001085451,NQ-PNT-001-L-BLK,R01,완료,2026-07-19,교환
RET-000160121,ORD-000697812,NQ-OUT-001-L-BLK,R01,완료,2026-02-27,교환
RET-000194107,ORD-000850562,NQ-DRS-001-M-BLK,R01,완료,2026-05-01,환불
RET-000194436,ORD-000851885,NQ-PNT-001-XS-GRY,R04,완료,2026-04-18,환불
RET-000080465,ORD-000356704,NQ-TOP-001-XL-BLK,R01,완료,2025-08-11,환불
RET-000161229,ORD-000702786,NQ-TOP-001-L-GRY,R02,완료,2026-03-11,교환
RET-000266879,ORD-001190396,NQ-PNT-002-XL-BEG,R01,완료,2026-08-16,교환
RET-000164377,ORD-000718103,NQ-CLR-WRM-001-M-ASH,R03,완료,2026-03-25,교환
RET-000236663,ORD-001040599,NQ-CLR-MUT-003-S-CRM,R01,완료,2026-07-16,교환
RET-000034808,ORD-000157329,NQ-PNT-001-XL-KHK,R03,완료,2025-03-05,환불
RET-000256170,ORD-001129867,NQ-CLR-MUT-006-S-IVR,R01,완료,2026-08-13,교환
RET-000166638,ORD-000728548,NQ-TOP-003-S-NVY,R04,완료,2026-03-13,교환
RET-000039516,ORD-000176838,NQ-OUT-003-S-NVY,R01,완료,2025-03-12,교환
RET-000185152,ORD-000811915,NQ-OUT-001-M-BEG,R03,완료,2026-04-10,교환
RET-000083921,ORD-000370665,NQ-TOP-003-2XL-GRY,R05,완료,2025-08-31,교환
RET-000206513,ORD-000906699,NQ-TOP-001-XL-NVY,R02,완료,2026-05-20,환불
RET-000127081,ORD-000557423,NQ-PNT-001-L-NVY,R01,완료,2025-12-30,교환
RET-000250021,ORD-001102353,NQ-TOP-001-M-GRY,R03,완료,2026-07-26,교환
RET-000154195,ORD-000674153,NQ-PNT-001-3XL-NVY,R01,완료,2026-02-10,환불
RET-000049048,ORD-000217421,NQ-PNT-003-L-BEG,R03,완료,2025-05-01,교환
RET-000133159,ORD-000582274,NQ-CLR-WRM-001-L-IVR,R05,완료,2025-12-28,교환
RET-000024444,ORD-000112280,NQ-PNT-001-2XL-KHK,R04,완료,2024-12-12,교환
RET-000078768,ORD-000349215,NQ-TOP-001-M-NVY,R01,완료,2025-08-19,환불
RET-000263782,ORD-001169252,NQ-DRS-002-L-BLK,R01,완료,2026-08-16,교환
RET-000235256,ORD-001034228,NQ-PNT-001-M-BLK,R01,완료,2026-07-12,교환
RET-000086584,ORD-000381519,NQ-PNT-002-XL-BLK,R05,완료,2025-09-04,교환
RET-000104534,ORD-000459967,NQ-OUT-001-L-GRY,R02,완료,2025-11-11,교환
RET-000048645,ORD-000215640,NQ-TOP-002-M-NVY,R02,완료,2025-04-16,환불
RET-000213037,ORD-000935560,NQ-TOP-001-XL-SKB,R01,완료,2026-06-02,교환
RET-000182318,ORD-000799100,NQ-TOP-001-4XL-WHT,R04,완료,2026-03-30,교환
RET-000142022,ORD-000621994,NQ-CLR-WRM-001-M-CRM,R03,완료,2026-01-12,교환
RET-000067309,ORD-000297515,NQ-OUT-002-M-GRY,R04,완료,2025-07-06,교환
RET-000145430,ORD-000638508,NQ-TOP-001-2XL-ORC,R03,완료,2026-01-16,교환
RET-000220937,ORD-000970764,NQ-PNT-001-L-BEG,R02,완료,2026-06-17,교환
RET-000092045,ORD-000405988,NQ-CLR-COOL-005-M-IVR,R01,완료,2025-10-01,교환
RET-000110478,ORD-000485981,NQ-OUT-001-L-NVY,R01,완료,2025-11-23,환불
RET-000116397,ORD-000511748,NQ-OUT-003-S-NVY,R03,완료,2025-12-05,교환
RET-000238637,ORD-001049827,NQ-ACC-BAG-001-FREE-BEG,R02,완료,2026-07-21,교환
RET-000056222,ORD-000248643,NQ-PNT-003-S-BEG,R04,완료,2025-05-20,교환
RET-000180946,ORD-000792824,NQ-CLR-MUT-003-L-ASH,R01,완료,2026-03-31,환불
RET-000086861,ORD-000382644,NQ-PNT-002-2XL-BEG,R01,완료,2025-09-02,교환
RET-000151352,ORD-000662698,NQ-PNT-001-XL-BEG,R01,완료,2026-02-10,교환
RET-000032242,ORD-000146168,NQ-PNT-004-4XL-BEG,R01,완료,2025-02-09,교환
RET-000057228,ORD-000253064,NQ-TOP-001-3XL-NVY,R01,완료,2025-06-05,교환
RET-000050072,ORD-000221798,NQ-OUT-002-L-GRY,R01,완료,2025-04-23,교환
RET-000129603,ORD-000567525,NQ-TOP-002-L-GRY,R02,완료,2025-12-23,교환
RET-000171716,ORD-000751522,NQ-CLR-WRM-001-L-ASH,R01,완료,2026-03-23,교환
RET-000022971,ORD-000105194,NQ-TOP-003-L-WHT,R01,완료,2024-12-08,교환
RET-000045299,ORD-000201478,NQ-OUT-002-M-BLK,R03,완료,2025-03-28,환불
RET-000018517,ORD-000085089,NQ-PNT-003-2XL-BEG,R01,완료,2024-10-25,교환
RET-000125987,ORD-000553087,NQ-PNT-003-L-BLK,R03,완료,2025-12-22,환불
RET-000055518,ORD-000245403,NQ-CLR-WRM-001-M-ASH,R04,완료,2025-05-29,환불
RET-000193775,ORD-000849114,NQ-PNT-001-S-GRY,R01,완료,2026-04-15,교환
RET-000070403,ORD-000310817,NQ-OUT-002-M-BLK,R01,완료,2025-07-25,교환
RET-000080108,ORD-000355090,NQ-PNT-001-L-GRY,R01,완료,2025-08-21,교환
RET-000249297,ORD-001099272,NQ-OUT-001-M-GRY,R02,완료,2026-07-25,교환
RET-000166841,ORD-000729479,NQ-PNT-001-XS-BLK,R03,완료,2026-03-21,교환
RET-000138152,ORD-000603528,NQ-OUT-001-L-BEG,R01,완료,2026-01-19,교환
RET-000238400,ORD-001048634,NQ-PNT-004-M-BLK,R01,완료,2026-07-15,교환
RET-000054964,ORD-000242828,NQ-CLR-MUT-003-S-ASH,R05,완료,2025-05-18,교환
RET-000093927,ORD-000414725,NQ-TOP-001-2XL-SKB,R01,완료,2025-09-30,환불
RET-000256543,ORD-001131500,NQ-TOP-001-M-NVY,R03,완료,2026-08-02,환불
RET-000166717,ORD-000728939,NQ-TOP-001-L-ORC,R01,완료,2026-03-18,교환
RET-000162534,ORD-000709245,NQ-OUT-002-L-BEG,R01,완료,2026-03-08,교환
